Cell HMS LINCS ID	Cell Name	Small Molecule HMS LINCS ID	Small Molecule Name	Small Mol Concentration	Small Mol Conc Unit	LJP Library Plate	Timepoint	Timepoint Unit	Mean Total Cell Count Before Treatment	Mean Total Cell Count After Treatment	Mean Total Control Cell Count	Mean Relative Cell Count	Mean Relative Growth Rate After Treatment
50105	BT-20	10172-101-1	GSK1059615	0.04	uM	LJP6	72	hr	1657	4714	5505	0.8562	0.7943
50105	BT-20	10134-101-1	GSK1904529A	0.04	uM	LJP6	72	hr	1657	4830	5505	0.8773	0.8245
50105	BT-20	10146-101-1	Omipalisib	0.04	uM	LJP6	72	hr	1657	1613	5505	0.2930	-0.0116
50105	BT-20	10128-101-1	GSK 690693	0.04	uM	LJP5	72	hr	1657	4744	5505	0.8617	0.8021
50105	BT-20	10014-101-1	GW843682X	0.04	uM	LJP6	72	hr	1657	4886	5505	0.8875	0.8390
50105	BT-20	10015-101-1	HG-5-113-01	0.04	uM	LJP5	72	hr	1657	5252	5505	0.9539	0.9341
50105	BT-20	10016-101-1	HG-5-88-01	0.04	uM	LJP6	72	hr	1657	4635	5505	0.8420	0.7739
50105	BT-20	10023-103-1	Imatinib	0.04	uM	LJP6	72	hr	1657	5484	5505	0.9961	0.9945
50105	BT-20	10100-101-1	JNK-9L	0.04	uM	LJP6	72	hr	1657	4504	5505	0.8181	0.7398
50105	BT-20	10019-101-1	JW-7-24-1	0.04	uM	LJP6	72	hr	1657	4770	5505	0.8664	0.8089
50105	BT-20	10051-104-1	Lapatinib	0.04	uM	LJP6	72	hr	1657	4984	5505	0.9053	0.8645
50105	BT-20	10115-102-1	LDN-193189	0.04	uM	LJP5	72	hr	1657	5401	5505	0.9811	0.9730
50105	BT-20	10182-101-1	Linifanib	0.04	uM	LJP6	72	hr	1657	5888	5505	1.0694	1.0994
50105	BT-20	10135-101-1	Linsitinib	0.04	uM	LJP5	72	hr	1657	4776	5505	0.8676	0.8106
50105	BT-20	10479-102-1	Mitoxantrone	0.04	uM	LJP5	72	hr	1657	2816	5505	0.5115	0.3011
50105	BT-20	10479-102-1	Mitoxantrone	0.04	uM	LJP6	72	hr	1657	2752	5505	0.4999	0.2845
50105	BT-20	10057-102-1	MK2206	0.04	uM	LJP6	72	hr	1657	5368	5505	0.9751	0.9643
50105	BT-20	10018-101-1	Neratinib	0.04	uM	LJP5	72	hr	1657	4519	5505	0.8208	0.7436
50105	BT-20	10099-101-1	Nilotinib	0.04	uM	LJP5	72	hr	1657	5364	5505	0.9743	0.9632
50105	BT-20	10151-101-1	Nintedanib	0.04	uM	LJP6	72	hr	1657	5730	5505	1.0408	1.0584
50105	BT-20	10061-101-1	NU7441	0.04	uM	LJP5	72	hr	1657	5736	5505	1.0419	1.0599
50105	BT-20	10232-101-1	BEZ235	0.04	uM	LJP5	72	hr	1657	2762	5505	0.5017	0.2870
50105	BT-20	10024-101-1	NVP-TAE684	0.04	uM	LJP6	72	hr	1657	5496	5505	0.9983	0.9976
50105	BT-20	10071-101-1	Palbociclib	0.04	uM	LJP6	72	hr	1657	4057	5505	0.7370	0.6237
50105	BT-20	10101-101-1	PD0325901	0.04	uM	LJP5	72	hr	1657	5590	5505	1.0154	1.0221
50105	BT-20	10101-101-1	PD0325901	0.04	uM	LJP6	72	hr	1657	4960	5505	0.9009	0.8582
50105	BT-20	10026-101-1	PD173074	0.04	uM	LJP6	72	hr	1657	6043	5505	1.0976	1.1396
50105	BT-20	10048-101-1	PD184352	0.04	uM	LJP5	72	hr	1657	5766	5505	1.0473	1.0677
50105	BT-20	10159-101-1	Pelitinib	0.04	uM	LJP5	72	hr	1657	5675	5505	1.0308	1.0441
50105	BT-20	10116-101-1	PF431396	0.04	uM	LJP5	72	hr	1657	4925	5505	0.8946	0.8492
50105	BT-20	10112-101-1	PF477736	0.04	uM	LJP5	72	hr	1657	5142	5505	0.9341	0.9057
50105	BT-20	10072-101-1	PF562271	0.04	uM	LJP6	72	hr	1657	5018	5505	0.9116	0.8734
50105	BT-20	10125-101-1	PHA-665752	0.04	uM	LJP5	72	hr	1657	5634	5505	1.0233	1.0334
50105	BT-20	10073-101-1	PHA-793887	0.04	uM	LJP6	72	hr	1657	3101	5505	0.5634	0.3753
50105	BT-20	10126-101-1	PI103	0.04	uM	LJP6	72	hr	1657	5425	5505	0.9854	0.9790
50105	BT-20	10049-101-1	PLX-4720	0.04	uM	LJP5	72	hr	1657	5745	5505	1.0435	1.0622
50105	BT-20	10075-101-1	QL-X-138	0.04	uM	LJP6	72	hr	1657	3961	5505	0.7196	0.5987
50105	BT-20	10077-101-1	QL-XII-47	0.04	uM	LJP6	72	hr	1657	4749	5505	0.8627	0.8035
50105	BT-20	10480-101-1	Radicicol	0.04	uM	LJP5	72	hr	1657	5049	5505	0.9171	0.8813
50105	BT-20	10480-101-1	Radicicol	0.04	uM	LJP6	72	hr	1657	4818	5505	0.8752	0.8215
50105	BT-20	10001-101-1	Seliciclib	0.04	uM	LJP5	72	hr	1657	5718	5505	1.0386	1.0553
50105	BT-20	10138-105-1	Ruxolitinib	0.04	uM	LJP5	72	hr	1657	5195	5505	0.9437	0.9194
50105	BT-20	10148-101-1	XL147	0.04	uM	LJP5	72	hr	1657	5818	5505	1.0569	1.0813
50105	BT-20	10032-101-1	Saracatinib	0.04	uM	LJP6	72	hr	1657	5648	5505	1.0259	1.0371
50105	BT-20	10056-101-1	Selumetinib	0.04	uM	LJP6	72	hr	1657	6126	5505	1.1127	1.1612
50105	BT-20	10052-101-1	Sirolimus	0.04	uM	LJP6	72	hr	1657	3525	5505	0.6404	0.4854
50105	BT-20	10008-101-1	Sorafenib	0.04	uM	LJP6	72	hr	1657	5122	5505	0.9304	0.9005
50105	BT-20	10119-101-1	SU11274	0.04	uM	LJP5	72	hr	1657	5686	5505	1.0328	1.0469
50105	BT-20	10141-101-1	TG 101348	0.04	uM	LJP5	72	hr	1657	5683	5505	1.0323	1.0462
50105	BT-20	10171-101-1	TGX221	0.04	uM	LJP5	72	hr	1657	5249	5505	0.9534	0.9334
50105	BT-20	10079-101-1	Torin1	0.04	uM	LJP6	72	hr	1657	2445	5505	0.4442	0.2047
50105	BT-20	10080-101-1	Torin2	0.04	uM	LJP5	72	hr	1657	1731	5505	0.3144	0.0190
50105	BT-20	10021-101-1	Tozasertib	0.04	uM	LJP5	72	hr	1657	3346	5505	0.6077	0.4388
50105	BT-20	10142-101-1	Trametinib	0.04	uM	LJP5	72	hr	1657	4042	5505	0.7342	0.6197
50105	BT-20	10111-101-1	TWS119	0.04	uM	LJP5	72	hr	1657	5554	5505	1.0088	1.0126
50105	BT-20	10068-101-1	Vemurafenib	0.04	uM	LJP5	72	hr	1657	5732	5505	1.0412	1.0590
50105	BT-20	10481-101-1	Withaferin A	0.04	uM	LJP5	72	hr	1657	5694	5505	1.0343	1.0490
50105	BT-20	10481-101-1	Withaferin A	0.04	uM	LJP6	72	hr	1657	5684	5505	1.0324	1.0463
50105	BT-20	10064-101-1	WYE-125132	0.04	uM	LJP6	72	hr	1657	3100	5505	0.5632	0.3750
50105	BT-20	10084-101-1	WZ3105	0.04	uM	LJP5	72	hr	1657	2568	5505	0.4665	0.2367
50105	BT-20	10086-101-1	XMD11-50	0.04	uM	LJP6	72	hr	1657	4878	5505	0.8860	0.8369
50105	BT-20	10149-102-1	Y39983	0.04	uM	LJP6	72	hr	1657	5418	5505	0.9841	0.9773
50105	BT-20	10109-101-1	YM 201636	0.04	uM	LJP5	72	hr	1657	5842	5505	1.0611	1.0875
50105	BT-20	10053-101-1	ZSTK474	0.04	uM	LJP6	72	hr	1657	5377	5505	0.9768	0.9667
50105	BT-20	10133-101-1	Afatinib	0.12	uM	LJP6	72	hr	1657	4514	5505	0.8199	0.7424
50105	BT-20	10035-101-1	Sigma A6730	0.12	uM	LJP5	72	hr	1657	4970	5505	0.9028	0.8610
50105	BT-20	10011-101-1	Alvocidib	0.12	uM	LJP6	72	hr	1657	1396	5505	0.2537	-0.0678
50105	BT-20	10004-101-1	AT-7519	0.12	uM	LJP6	72	hr	1657	4313	5505	0.7834	0.6901
50105	BT-20	10158-101-1	AZD 5438	0.12	uM	LJP6	72	hr	1657	3913	5505	0.7107	0.5861
50105	BT-20	10059-101-1	AZD-6482	0.12	uM	LJP5	72	hr	1657	5004	5505	0.9089	0.8697
50105	BT-20	10006-101-1	AZD7762	0.12	uM	LJP6	72	hr	1657	5352	5505	0.9722	0.9602
50105	BT-20	10007-101-1	AZD8055	0.12	uM	LJP6	72	hr	1657	2341	5505	0.4253	0.1777
50105	BT-20	10164-101-1	AZD8330	0.12	uM	LJP5	72	hr	1657	4338	5505	0.7880	0.6966
50105	BT-20	10067-101-1	Barasertib	0.12	uM	LJP5	72	hr	1657	4476	5505	0.8130	0.7325
50105	BT-20	10041-101-1	BI-2536	0.12	uM	LJP6	72	hr	1657	1511	5505	0.2744	-0.0381
50105	BT-20	10028-102-1	BMS345541	0.12	uM	LJP6	72	hr	1657	5506	5505	1.0001	1.0002
50105	BT-20	10132-101-1	SNS-032	0.12	uM	LJP6	72	hr	1657	1617	5505	0.2938	-0.0104
50105	BT-20	10234-101-1	GDC-0980	0.12	uM	LJP5	72	hr	1657	2054	5505	0.3732	0.1032
50105	BT-20	10122-101-1	NVP-AEW541	0.12	uM	LJP5	72	hr	1657	5821	5505	1.0573	1.0820
50105	BT-20	10046-101-1	SB590885	0.12	uM	LJP5	72	hr	1657	5393	5505	0.9795	0.9707
50105	BT-20	10190-101-1	PIK-93	0.12	uM	LJP5	72	hr	1657	5535	5505	1.0054	1.0078
50105	BT-20	10031-101-1	KIN001-043	0.12	uM	LJP6	72	hr	1657	5203	5505	0.9452	0.9215
50105	BT-20	10233-101-1	Alpelisib	0.12	uM	LJP5	72	hr	1657	5235	5505	0.9509	0.9297
50105	BT-20	10161-101-1	Luminespib	0.12	uM	LJP5	72	hr	1657	1796	5505	0.3263	0.0361
50105	BT-20	10045-101-1	A443654	0.12	uM	LJP6	72	hr	1657	2386	5505	0.4334	0.1894
50105	BT-20	10063-102-1	OSI-027	0.12	uM	LJP6	72	hr	1657	4303	5505	0.7816	0.6875
50105	BT-20	10087-101-1	XMD11-85h	0.12	uM	LJP6	72	hr	1657	5119	5505	0.9298	0.8996
50105	BT-20	10017-101-1	HG-6-64-01	0.12	uM	LJP6	72	hr	1657	5436	5505	0.9875	0.9821
50105	BT-20	10039-101-1	WH-4-025	0.12	uM	LJP5	72	hr	1657	4087	5505	0.7425	0.6315
50105	BT-20	10082-101-1	WZ-4-145	0.12	uM	LJP6	72	hr	1657	4754	5505	0.8635	0.8047
50105	BT-20	10091-101-1	XMD16-144	0.12	uM	LJP5	72	hr	1657	3685	5505	0.6694	0.5270
50105	BT-20	10177-101-1	Brivanib	0.12	uM	LJP5	72	hr	1657	5301	5505	0.9629	0.9469
50105	BT-20	10147-101-1	Buparlisib	0.12	uM	LJP5	72	hr	1657	5192	5505	0.9430	0.9185
50105	BT-20	10055-101-1	BX-912	0.12	uM	LJP5	72	hr	1657	5125	5505	0.9310	0.9013
50105	BT-20	10120-102-1	Canertinib	0.12	uM	LJP6	72	hr	1657	4875	5505	0.8855	0.8361
50105	BT-20	10117-101-1	Celastrol	0.12	uM	LJP6	72	hr	1657	5995	5505	1.0889	1.1273
50105	BT-20	10025-101-1	CGP60474	0.12	uM	LJP5	72	hr	1657	1844	5505	0.3351	0.0486
50105	BT-20	10025-101-1	CGP60474	0.12	uM	LJP6	72	hr	1657	1028	5505	0.1868	-0.1636
50105	BT-20	10180-101-1	CHIR-99021	0.12	uM	LJP6	72	hr	1657	5492	5505	0.9976	0.9966
50105	BT-20	10010-101-1	CP724714	0.12	uM	LJP5	72	hr	1657	5078	5505	0.9224	0.8889
50105	BT-20	10009-101-1	CP466722	0.12	uM	LJP5	72	hr	1657	5575	5505	1.0127	1.0182
50105	BT-20	10027-101-1	Crizotinib	0.12	uM	LJP5	72	hr	1657	5034	5505	0.9143	0.8774
50105	BT-20	10140-101-1	Momelotinib	0.12	uM	LJP5	72	hr	1657	4769	5505	0.8663	0.8086
50105	BT-20	10020-101-1	Dasatinib	0.12	uM	LJP5	72	hr	1657	3500	5505	0.6358	0.4789
50105	BT-20	10020-101-1	Dasatinib	0.12	uM	LJP6	72	hr	1657	1833	5505	0.3331	0.0457
50105	BT-20	10127-101-1	Dovitinib	0.12	uM	LJP5	72	hr	1657	4026	5505	0.7313	0.6155
50105	BT-20	10069-101-1	Enzastaurin	0.12	uM	LJP5	72	hr	1657	5937	5505	1.0785	1.1123
50105	BT-20	10097-101-1	Erlotinib	0.12	uM	LJP5	72	hr	1657	5003	5505	0.9087	0.8694
50105	BT-20	10157-101-1	Foretinib	0.12	uM	LJP5	72	hr	1657	4719	5505	0.8571	0.7956
50105	BT-20	10040-101-1	R406	0.12	uM	LJP6	72	hr	1657	5542	5505	1.0067	1.0095
50105	BT-20	10047-101-1	GDC-0941	0.12	uM	LJP6	72	hr	1657	4346	5505	0.7894	0.6986
50105	BT-20	10098-101-1	Gefitinib	0.12	uM	LJP6	72	hr	1657	5388	5505	0.9788	0.9696
50105	BT-20	10108-101-1	Geldanamycin	0.12	uM	LJP5	72	hr	1657	1971	5505	0.3580	0.0814
50105	BT-20	10108-101-1	Geldanamycin	0.12	uM	LJP6	72	hr	1657	1888	5505	0.3430	0.0599
50105	BT-20	10172-101-1	GSK1059615	0.12	uM	LJP5	72	hr	1657	4269	5505	0.7755	0.6788
50105	BT-20	10172-101-1	GSK1059615	0.12	uM	LJP6	72	hr	1657	2789	5505	0.5066	0.2941
50105	BT-20	10134-101-1	GSK1904529A	0.12	uM	LJP6	72	hr	1657	4877	5505	0.8858	0.8366
50105	BT-20	10146-101-1	Omipalisib	0.12	uM	LJP6	72	hr	1657	1438	5505	0.2612	-0.0571
50105	BT-20	10128-101-1	GSK 690693	0.12	uM	LJP5	72	hr	1657	4599	5505	0.8353	0.7644
50105	BT-20	10014-101-1	GW843682X	0.12	uM	LJP6	72	hr	1657	3476	5505	0.6314	0.4726
50105	BT-20	10015-101-1	HG-5-113-01	0.12	uM	LJP5	72	hr	1657	5005	5505	0.9092	0.8701
50105	BT-20	10016-101-1	HG-5-88-01	0.12	uM	LJP6	72	hr	1657	5270	5505	0.9573	0.9388
50105	BT-20	10023-103-1	Imatinib	0.12	uM	LJP6	72	hr	1657	5758	5505	1.0460	1.0657
50105	BT-20	10100-101-1	JNK-9L	0.12	uM	LJP6	72	hr	1657	4144	5505	0.7527	0.6462
50105	BT-20	10019-101-1	JW-7-24-1	0.12	uM	LJP6	72	hr	1657	5194	5505	0.9435	0.9191
50105	BT-20	10051-104-1	Lapatinib	0.12	uM	LJP6	72	hr	1657	5262	5505	0.9557	0.9367
50105	BT-20	10115-102-1	LDN-193189	0.12	uM	LJP5	72	hr	1657	5165	5505	0.9383	0.9116
50105	BT-20	10182-101-1	Linifanib	0.12	uM	LJP6	72	hr	1657	5763	5505	1.0469	1.0670
50105	BT-20	10135-101-1	Linsitinib	0.12	uM	LJP5	72	hr	1657	4955	5505	0.9001	0.8571
50105	BT-20	10479-102-1	Mitoxantrone	0.12	uM	LJP5	72	hr	1657	2032	5505	0.3691	0.0973
50105	BT-20	10479-102-1	Mitoxantrone	0.12	uM	LJP6	72	hr	1657	2049	5505	0.3723	0.1019
50105	BT-20	10057-102-1	MK2206	0.12	uM	LJP6	72	hr	1657	5029	5505	0.9135	0.8762
50105	BT-20	10018-101-1	Neratinib	0.12	uM	LJP5	72	hr	1657	4407	5505	0.8006	0.7147
50105	BT-20	10099-101-1	Nilotinib	0.12	uM	LJP5	72	hr	1657	5401	5505	0.9810	0.9728
50105	BT-20	10151-101-1	Nintedanib	0.12	uM	LJP6	72	hr	1657	5735	5505	1.0417	1.0596
50105	BT-20	10061-101-1	NU7441	0.12	uM	LJP5	72	hr	1657	5902	5505	1.0721	1.1032
50105	BT-20	10232-101-1	BEZ235	0.12	uM	LJP5	72	hr	1657	2346	5505	0.4261	0.1789
50105	BT-20	10024-101-1	NVP-TAE684	0.12	uM	LJP6	72	hr	1657	3725	5505	0.6767	0.5374
50105	BT-20	10071-101-1	Palbociclib	0.12	uM	LJP6	72	hr	1657	3420	5505	0.6212	0.4581
50105	BT-20	10101-101-1	PD0325901	0.12	uM	LJP5	72	hr	1657	5016	5505	0.9111	0.8728
50105	BT-20	10101-101-1	PD0325901	0.12	uM	LJP6	72	hr	1657	4941	5505	0.8975	0.8533
50105	BT-20	10026-101-1	PD173074	0.12	uM	LJP6	72	hr	1657	5982	5505	1.0866	1.1239
50105	BT-20	10048-101-1	PD184352	0.12	uM	LJP5	72	hr	1657	5799	5505	1.0534	1.0764
50105	BT-20	10159-101-1	Pelitinib	0.12	uM	LJP5	72	hr	1657	5301	5505	0.9630	0.9470
50105	BT-20	10116-101-1	PF431396	0.12	uM	LJP5	72	hr	1657	4657	5505	0.8460	0.7796
50105	BT-20	10112-101-1	PF477736	0.12	uM	LJP5	72	hr	1657	5322	5505	0.9666	0.9523
50105	BT-20	10072-101-1	PF562271	0.12	uM	LJP6	72	hr	1657	4735	5505	0.8601	0.7999
50105	BT-20	10125-101-1	PHA-665752	0.12	uM	LJP5	72	hr	1657	5904	5505	1.0723	1.1035
50105	BT-20	10073-101-1	PHA-793887	0.12	uM	LJP6	72	hr	1657	2954	5505	0.5367	0.3371
50105	BT-20	10126-101-1	PI103	0.12	uM	LJP6	72	hr	1657	4398	5505	0.7989	0.7122
50105	BT-20	10049-101-1	PLX-4720	0.12	uM	LJP5	72	hr	1657	5379	5505	0.9771	0.9673
50105	BT-20	10075-101-1	QL-X-138	0.12	uM	LJP6	72	hr	1657	3985	5505	0.7239	0.6049
50105	BT-20	10077-101-1	QL-XII-47	0.12	uM	LJP6	72	hr	1657	4361	5505	0.7922	0.7026
50105	BT-20	10480-101-1	Radicicol	0.12	uM	LJP5	72	hr	1657	3436	5505	0.6242	0.4623
50105	BT-20	10480-101-1	Radicicol	0.12	uM	LJP6	72	hr	1657	3337	5505	0.6062	0.4365
50105	BT-20	10001-101-1	Seliciclib	0.12	uM	LJP5	72	hr	1657	5585	5505	1.0144	1.0206
50105	BT-20	10138-105-1	Ruxolitinib	0.12	uM	LJP5	72	hr	1657	5224	5505	0.9490	0.9270
50105	BT-20	10148-101-1	XL147	0.12	uM	LJP5	72	hr	1657	5761	5505	1.0465	1.0665
50105	BT-20	10032-101-1	Saracatinib	0.12	uM	LJP6	72	hr	1657	5246	5505	0.9528	0.9325
50105	BT-20	10056-101-1	Selumetinib	0.12	uM	LJP6	72	hr	1657	5592	5505	1.0157	1.0225
50105	BT-20	10052-101-1	Sirolimus	0.12	uM	LJP6	72	hr	1657	3617	5505	0.6570	0.5093
50105	BT-20	10008-101-1	Sorafenib	0.12	uM	LJP6	72	hr	1657	4954	5505	0.8999	0.8568
50105	BT-20	10119-101-1	SU11274	0.12	uM	LJP5	72	hr	1657	5749	5505	1.0443	1.0633
50105	BT-20	10141-101-1	TG 101348	0.12	uM	LJP5	72	hr	1657	5395	5505	0.9800	0.9714
50105	BT-20	10171-101-1	TGX221	0.12	uM	LJP5	72	hr	1657	5209	5505	0.9462	0.9230
50105	BT-20	10079-101-1	Torin1	0.12	uM	LJP6	72	hr	1657	2103	5505	0.3820	0.1157
50105	BT-20	10080-101-1	Torin2	0.12	uM	LJP5	72	hr	1657	1522	5505	0.2766	-0.0351
50105	BT-20	10021-101-1	Tozasertib	0.12	uM	LJP5	72	hr	1657	1979	5505	0.3595	0.0836
50105	BT-20	10142-101-1	Trametinib	0.12	uM	LJP5	72	hr	1657	4415	5505	0.8020	0.7167
50105	BT-20	10111-101-1	TWS119	0.12	uM	LJP5	72	hr	1657	5347	5505	0.9713	0.9589
50105	BT-20	10068-101-1	Vemurafenib	0.12	uM	LJP5	72	hr	1657	5716	5505	1.0383	1.0548
50105	BT-20	10481-101-1	Withaferin A	0.12	uM	LJP5	72	hr	1657	5464	5505	0.9924	0.9892
50105	BT-20	10481-101-1	Withaferin A	0.12	uM	LJP6	72	hr	1657	5355	5505	0.9727	0.9609
50105	BT-20	10064-101-1	WYE-125132	0.12	uM	LJP6	72	hr	1657	2553	5505	0.4637	0.2327
50105	BT-20	10084-101-1	WZ3105	0.12	uM	LJP5	72	hr	1657	2203	5505	0.4001	0.1417
50105	BT-20	10086-101-1	XMD11-50	0.12	uM	LJP6	72	hr	1657	4869	5505	0.8844	0.8345
50105	BT-20	10149-102-1	Y39983	0.12	uM	LJP6	72	hr	1657	5340	5505	0.9700	0.9571
50105	BT-20	10109-101-1	YM 201636	0.12	uM	LJP5	72	hr	1657	5446	5505	0.9893	0.9847
50105	BT-20	10053-101-1	ZSTK474	0.12	uM	LJP6	72	hr	1657	4895	5505	0.8892	0.8415
50105	BT-20	10133-101-1	Afatinib	0.37	uM	LJP6	72	hr	1657	4690	5505	0.8520	0.7882
50105	BT-20	10035-101-1	Sigma A6730	0.37	uM	LJP5	72	hr	1657	5188	5505	0.9423	0.9174
50105	BT-20	10011-101-1	Alvocidib	0.37	uM	LJP6	72	hr	1657	1244	5505	0.2261	-0.1074
50105	BT-20	10004-101-1	AT-7519	0.37	uM	LJP6	72	hr	1657	1889	5505	0.3432	0.0603
50105	BT-20	10158-101-1	AZD 5438	0.37	uM	LJP6	72	hr	1657	2629	5505	0.4775	0.2524
50105	BT-20	10059-101-1	AZD-6482	0.37	uM	LJP5	72	hr	1657	4328	5505	0.7862	0.6940
50105	BT-20	10006-101-1	AZD7762	0.37	uM	LJP6	72	hr	1657	4158	5505	0.7552	0.6498
