cell_line	small_molecule	concentration	cell_count	cell_count__ctrl	cell_count__time0	GRvalue
BT-20	CGP60474	0.04	2471.66666666667	4408	1362.66666666667	0.421295549489519
BT-20	CGP60474	0.12	973.5	4408	1362.66666666667	-0.180090213737138
BT-20	CGP60474	0.37	808.333333333333	4408	1362.66666666667	-0.265330816185128
BT-20	CGP60474	1.11	758.666666666667	4408	1362.66666666667	-0.29232836668787
BT-20	CGP60474	3.33	674	4408	1362.66666666667	-0.340083287170688
BT-20	CGP60474	10	565.5	4408	1362.66666666667	-0.405047172112455
BT-20	CHIR-99021	0.04	4086.66666666667	4327	1362.66666666667	0.932599129973045
BT-20	CHIR-99021	0.12	4131.66666666667	4327	1362.66666666667	0.945337496233725
BT-20	CHIR-99021	0.37	4214.66666666667	4327	1362.66666666667	0.968688022255781
BT-20	CHIR-99021	1.11	4353.66666666667	4327	1362.66666666667	1.00738514616797
BT-20	CHIR-99021	3.33	4365.33333333333	4327	1362.66666666667	1.01061045435603
BT-20	CHIR-99021	10	3889.33333333333	4327	1362.66666666667	0.876063013310646
BT-20	CP466722	0.04	4763.66666666667	4489	1362.66666666667	1.07026309789822
BT-20	CP466722	0.12	4598	4489	1362.66666666667	1.0280931581616
BT-20	CP466722	0.37	4553.66666666667	4489	1362.66666666667	1.01670089117301
BT-20	CP466722	1.11	4574.33333333333	4489	1362.66666666667	1.02201732174687
BT-20	CP466722	3.33	4309.33333333333	4489	1362.66666666667	0.953062276638154
BT-20	CP466722	10	3011.33333333333	4489	1362.66666666667	0.585693127181829
BT-20	CP724714	0.04	4214.33333333333	4489	1362.66666666667	0.927912670335311
BT-20	CP724714	0.12	4168.33333333333	4489	1362.66666666667	0.915649754182074
BT-20	CP724714	0.37	4065.33333333333	4489	1362.66666666667	0.887984226452846
BT-20	CP724714	1.11	3750.66666666667	4489	1362.66666666667	0.801591082697011
BT-20	CP724714	3.33	3626.33333333333	4489	1362.66666666667	0.766623366805192
BT-20	CP724714	10	2863	4489	1362.66666666667	0.539800678822399
BT-20	CYT387	0.04	4173	4489	1362.66666666667	0.91689639122166
BT-20	CYT387	0.12	3983	4489	1362.66666666667	0.865658070399419
BT-20	CYT387	0.37	3839.33333333333	4489	1362.66666666667	0.826232126386225
BT-20	CYT387	1.11	3537.33333333333	4489	1362.66666666667	0.741283821182965
BT-20	CYT387	3.33	2972.33333333333	4489	1362.66666666667	0.57372051062599
BT-20	CYT387	10	1557.66666666667	4489	1362.66666666667	0.0808639822023303
BT-20	Canertinib	0.04	3957.33333333333	4327	1362.66666666667	0.895671917144262
BT-20	Canertinib	0.12	3907.33333333333	4327	1362.66666666667	0.881266864180583
BT-20	Canertinib	0.37	3728	4327	1362.66666666667	0.828982867851316
BT-20	Canertinib	1.11	3683	4327	1362.66666666667	0.815706443822057
BT-20	Canertinib	3.33	3321.33333333333	4327	1362.66666666667	0.706539748853326
BT-20	Canertinib	10	1081	4327	1362.66666666667	-0.129695299715365
BT-20	Celastrol	0.04	4607.66666666667	4327	1362.66666666667	1.07684392254356
BT-20	Celastrol	0.12	4676.33333333333	4327	1362.66666666667	1.09535631424761
BT-20	Celastrol	0.37	3840.33333333333	4327	1362.66666666667	0.861847927942232
BT-20	Celastrol	1.11	2136	4327	1362.66666666667	0.309507998789961
BT-20	Celastrol	3.33	827.666666666667	4327	1362.66666666667	-0.258518416909259
BT-20	Celastrol	10	597.666666666667	4327	1362.66666666667	-0.390075416989286
BT-20	Crizotinib	0.04	3760	4489	1362.66666666667	0.804196275369112
BT-20	Crizotinib	0.12	4135	4489	1362.66666666667	0.906728154369015
BT-20	Crizotinib	0.37	3834.66666666667	4489	1362.66666666667	0.824941208043057
BT-20	Crizotinib	1.11	3556.66666666667	4489	1362.66666666667	0.746810774803439
BT-20	Crizotinib	3.33	2481.33333333333	4489	1362.66666666667	0.416896005987174
BT-20	Crizotinib	10	1267	4489	1362.66666666667	-0.0414386228880722
BT-20	Dasatinib	0.04	3158	4408	1362.66666666667	0.642551046582382
BT-20	Dasatinib	0.12	2318.83333333333	4408	1362.66666666667	0.368729297639771
BT-20	Dasatinib	0.37	1585.5	4408	1362.66666666667	0.0935439493147547
BT-20	Dasatinib	1.11	1380.83333333333	4408	1362.66666666667	0.00785003104453841
BT-20	Dasatinib	3.33	1161.5	4408	1362.66666666667	-0.0899989749352809
BT-20	Dasatinib	10	1008.5	4408	1362.66666666667	-0.162811646872453
BT-20	Dovitinib	0.04	3852.33333333333	4489	1362.66666666667	0.829824797146596
BT-20	Dovitinib	0.12	3336.33333333333	4489	1362.66666666667	0.683053735870268
BT-20	Dovitinib	0.37	2446	4489	1362.66666666667	0.405130247102936
BT-20	Dovitinib	1.11	2178	4489	1362.66666666667	0.313452666657233
BT-20	Dovitinib	3.33	1930.33333333333	4489	1362.66666666667	0.224429438931491
BT-20	Dovitinib	10	1797.66666666667	4489	1362.66666666667	0.174775246076403
BT-20	Enzastaurin	0.04	4600	4489	1362.66666666667	1.02860600855998
BT-20	Enzastaurin	0.12	4635.66666666667	4489	1362.66666666667	1.03773622195993
BT-20	Enzastaurin	0.37	4782.66666666667	4489	1362.66666666667	1.07505995816016
BT-20	Enzastaurin	1.11	4812	4489	1362.66666666667	1.0824500020822
BT-20	Enzastaurin	3.33	5057.66666666667	4489	1362.66666666667	1.14361752094929
BT-20	Enzastaurin	10	5284.33333333333	4489	1362.66666666667	1.19895992704864
BT-20	Erlotinib	0.04	3958.33333333333	4489	1362.66666666667	0.858931747453207
BT-20	Erlotinib	0.12	4029.33333333333	4489	1362.66666666667	0.878245693115881
BT-20	Erlotinib	0.37	4104.33333333333	4489	1362.66666666667	0.898493656835311
BT-20	Erlotinib	1.11	3873.33333333333	4489	1362.66666666667	0.835617639900423
BT-20	Erlotinib	3.33	3937	4489	1362.66666666667	0.853100224944068
BT-20	Erlotinib	10	2885.33333333333	4489	1362.66666666667	0.546772897241449
BT-20	Flavopiridol	0.04	2238	4327	1362.66666666667	0.346670985976558
BT-20	Flavopiridol	0.12	1197.33333333333	4327	1362.66666666667	-0.0746614008848672
BT-20	Flavopiridol	0.37	867	4327	1362.66666666667	-0.23757591932274
BT-20	Flavopiridol	1.11	704	4327	1362.66666666667	-0.327120249753688
BT-20	Flavopiridol	3.33	729	4327	1362.66666666667	-0.312885806549637
BT-20	Flavopiridol	10	690.666666666667	4327	1362.66666666667	-0.3347946071113
BT-20	Foretinib	0.04	4582.33333333333	4489	1362.66666666667	1.02407259459421
BT-20	Foretinib	0.12	3765	4489	1362.66666666667	0.805590800764495
BT-20	Foretinib	0.37	2058.66666666667	4489	1362.66666666667	0.271119238037699
BT-20	Foretinib	1.11	1354.66666666667	4489	1362.66666666667	-0.00341756235618595
BT-20	Foretinib	3.33	1321.66666666667	4489	1362.66666666667	-0.0176052102946983
BT-20	Foretinib	10	1107	4489	1362.66666666667	-0.113798385747288
BT-20	GDC-0941	0.04	3385.33333333333	4327	1362.66666666667	0.726191578416813
BT-20	GDC-0941	0.12	3301.66666666667	4327	1362.66666666667	0.700470544662666
BT-20	GDC-0941	0.37	2685.33333333333	4327	1362.66666666667	0.502231099484296
BT-20	GDC-0941	1.11	2009.66666666667	4327	1362.66666666667	0.2624796192019
BT-20	GDC-0941	3.33	1519.33333333333	4327	1362.66666666667	0.0674646578427662
BT-20	GDC-0941	10	1250	4327	1362.66666666667	-0.050454367485319
BT-20	GDC-0980	0.04	2310.33333333333	4489	1362.66666666667	0.359277822007395
BT-20	GDC-0980	0.12	1530.33333333333	4489	1362.66666666667	0.0697958119761726
BT-20	GDC-0980	0.37	1222.66666666667	4489	1362.66666666667	-0.0610847659344567
BT-20	GDC-0980	1.11	1077.66666666667	4489	1362.66666666667	-0.127528054087279
BT-20	GDC-0980	3.33	987	4489	1362.66666666667	-0.170988253634143
BT-20	GDC-0980	10	944.333333333333	4489	1362.66666666667	-0.19201668726682
BT-20	GSK 690693	0.04	3811.66666666667	4489	1362.66666666667	0.818569193043647
BT-20	GSK 690693	0.12	3677.66666666667	4489	1362.66666666667	0.78112032783155
BT-20	GSK 690693	0.37	3222.33333333333	4489	1362.66666666667	0.649374644129426
BT-20	GSK 690693	1.11	2846	4489	1362.66666666667	0.534478195757768
BT-20	GSK 690693	3.33	2618.66666666667	4489	1362.66666666667	0.461975483010803
BT-20	GSK 690693	10	2363.66666666667	4489	1362.66666666667	0.377434354937197
BT-20	GSK1059615	0.04	4167.66666666667	4408	1362.66666666667	0.934879559414854
BT-20	GSK1059615	0.12	3124	4408	1362.66666666667	0.632086686057739
BT-20	GSK1059615	0.37	1805.5	4408	1362.66666666667	0.180741242725061
BT-20	GSK1059615	1.11	919.333333333333	4408	1362.66666666667	-0.207341115829885
BT-20	GSK1059615	3.33	686.833333333333	4408	1362.66666666667	-0.332693146725955
BT-20	GSK1059615	10	533.666666666667	4408	1362.66666666667	-0.425055514635831
BT-20	GSK1904529A	0.04	3726.33333333333	4327	1362.66666666667	0.828492295785193
BT-20	GSK1904529A	0.12	3973	4327	1362.66666666667	0.900170494376168
BT-20	GSK1904529A	0.37	4033	4327	1362.66666666667	0.917333837795119
BT-20	GSK1904529A	1.11	4113.66666666667	4327	1362.66666666667	0.940248843932957
BT-20	GSK1904529A	3.33	4185	4327	1362.66666666667	0.960363160568058
BT-20	GSK1904529A	10	4333.66666666667	4327	1362.66666666667	1.001847989692
BT-20	GSK2126458	0.04	1190	4327	1362.66666666667	-0.0780654971213242
BT-20	GSK2126458	0.12	1070.66666666667	4327	1362.66666666667	-0.134695656272013
BT-20	GSK2126458	0.37	923.666666666667	4327	1362.66666666667	-0.208061131210761
BT-20	GSK2126458	1.11	811	4327	1362.66666666667	-0.26751210231634
BT-20	GSK2126458	3.33	758.333333333333	4327	1362.66666666667	-0.296430767478697
BT-20	GSK2126458	10	679	4327	1362.66666666667	-0.341558430796697
BT-20	GW843682	0.04	3826.33333333333	4327	1362.66666666667	0.857773168732776
BT-20	GW843682	0.12	3010	4327	1362.66666666667	0.608692166290174
BT-20	GW843682	0.37	2173	4327	1362.66666666667	0.323069090227118
BT-20	GW843682	1.11	1344	4327	1362.66666666667	-0.0082405231135968
BT-20	GW843682	3.33	1082.66666666667	4327	1362.66666666667	-0.128890584903938
BT-20	GW843682	10	1333.33333333333	4327	1362.66666666667	-0.0129699534861767
BT-20	Gefitinib	0.04	4490.66666666667	4327	1362.66666666667	1.04504465804429
BT-20	Gefitinib	0.12	4228	4327	1362.66666666667	0.972421893659903
BT-20	Gefitinib	0.37	4121.66666666667	4327	1362.66666666667	0.942511564732547
BT-20	Gefitinib	1.11	4014	4327	1362.66666666667	0.911909901106913
BT-20	Gefitinib	3.33	3897.66666666667	4327	1362.66666666667	0.8784733987227
BT-20	Gefitinib	10	3498	4327	1362.66666666667	0.76042952514926
BT-20	Geldanamycin	0.04	2051.33333333333	4408	1362.66666666667	0.273172428907126
BT-20	Geldanamycin	0.12	1412.16666666667	4408	1362.66666666667	0.0212908402145289
BT-20	Geldanamycin	0.37	1279	4408	1362.66666666667	-0.0367211895013211
BT-20	Geldanamycin	1.11	1289.33333333333	4408	1362.66666666667	-0.0321337414262818
BT-20	Geldanamycin	3.33	1150	4408	1362.66666666667	-0.0953294999534144
BT-20	Geldanamycin	10	903	4408	1362.66666666667	-0.21568646216804
BT-20	HG-5-113-01	0.04	4302.66666666667	4489	1362.66666666667	0.951305013729228
BT-20	HG-5-113-01	0.12	4049	4489	1362.66666666667	0.883570310486588
BT-20	HG-5-113-01	0.37	3682.66666666667	4489	1362.66666666667	0.782527828740476
BT-20	HG-5-113-01	1.11	3070	4489	1362.66666666667	0.603581661647117
BT-20	HG-5-113-01	3.33	2140.33333333333	4489	1362.66666666667	0.300197746530799
BT-20	HG-5-113-01	10	1030	4489	1362.66666666667	-0.15017713953659
BT-20	HG-5-88-01	0.04	3492	4327	1362.66666666667	0.7586174312879
BT-20	HG-5-88-01	0.12	4077	4327	1362.66666666667	0.929855430896062
BT-20	HG-5-88-01	0.37	4123.33333333333	4327	1362.66666666667	0.942982743655283
BT-20	HG-5-88-01	1.11	3938.66666666667	4327	1362.66666666667	0.890302596733741
BT-20	HG-5-88-01	3.33	3763.66666666667	4327	1362.66666666667	0.839460169357592
BT-20	HG-5-88-01	10	2408.33333333333	4327	1362.66666666667	0.407253514033154
BT-20	HG-6-64-01	0.04	4497.66666666667	4327	1362.66666666667	1.04695643028471
BT-20	HG-6-64-01	0.12	4118.66666666667	4327	1362.66666666667	0.941663250527264
BT-20	HG-6-64-01	0.37	3793.66666666667	4327	1362.66666666667	0.848242129773386
BT-20	HG-6-64-01	1.11	3120.33333333333	4327	1362.66666666667	0.643811964419735
BT-20	HG-6-64-01	3.33	2236.66666666667	4327	1362.66666666667	0.346189622191073
BT-20	HG-6-64-01	10	1002	4327	1362.66666666667	-0.168428259850552
BT-20	Imatinib	0.04	4354	4327	1362.66666666667	1.00747734578338
BT-20	Imatinib	0.12	4421.33333333333	4327	1362.66666666667	1.02604417794209
BT-20	Imatinib	0.37	4308	4327	1362.66666666667	0.994726969374963
BT-20	Imatinib	1.11	4416.66666666667	4327	1362.66666666667	1.02476103318454
BT-20	Imatinib	3.33	4310.66666666667	4327	1362.66666666667	0.995467604346433
BT-20	Imatinib	10	4254	4327	1362.66666666667	0.979689419810358
BT-20	JNK-9L	0.04	3670.66666666667	4327	1362.66666666667	0.812056407688766
BT-20	JNK-9L	0.12	3578.33333333333	4327	1362.66666666667	0.784572871581027
BT-20	JNK-9L	0.37	2922.33333333333	4327	1362.66666666667	0.580418620481842
BT-20	JNK-9L	1.11	1911.66666666667	4327	1362.66666666667	0.225178455957624
BT-20	JNK-9L	3.33	1417	4327	1362.66666666667	0.023732507835613
BT-20	JNK-9L	10	914	4327	1362.66666666667	-0.213043631912293
BT-20	JW-7-24-1	0.04	3650	4327	1362.66666666667	0.805929111850014
BT-20	JW-7-24-1	0.12	3929.66666666667	4327	1362.66666666667	0.887710180171861
BT-20	JW-7-24-1	0.37	3707	4327	1362.66666666667	0.822795229465876
BT-20	JW-7-24-1	1.11	3509	4327	1362.66666666667	0.763748470608283
BT-20	JW-7-24-1	3.33	3071	4327	1362.66666666667	0.628171317285112
BT-20	JW-7-24-1	10	1337.66666666667	4327	1362.66666666667	-0.0110468033270834
BT-20	KIN001-043	0.04	4226.66666666667	4327	1362.66666666667	0.972048718731435
BT-20	KIN001-043	0.12	4125.66666666667	4327	1362.66666666667	0.943642266152352
BT-20	KIN001-043	0.37	4175	4327	1362.66666666667	0.957551710758051
BT-20	KIN001-043	1.11	4226.66666666667	4327	1362.66666666667	0.972048718731435
BT-20	KIN001-043	3.33	4203	4327	1362.66666666667	0.965417006183666
BT-20	KIN001-043	10	2614.33333333333	4327	1362.66666666667	0.478275994899857
BT-20	LDN-193189	0.04	4450	4489	1362.66666666667	0.989879114052024
BT-20	LDN-193189	0.12	4130.33333333333	4489	1362.66666666667	0.905476731833032
BT-20	LDN-193189	0.37	4186	4489	1362.66666666667	0.920366092338527
BT-20	LDN-193189	1.11	3316.66666666667	4489	1362.66666666667	0.677278395626977
BT-20	LDN-193189	3.33	1330.66666666667	4489	1362.66666666667	-0.0137212882491425
BT-20	LDN-193189	10	423.666666666667	4489	1362.66666666667	-0.492993492931719
BT-20	Lapatinib	0.04	3849	4327	1362.66666666667	0.864367419790828
BT-20	Lapatinib	0.12	4179	4327	1362.66666666667	0.958676613641899
BT-20	Lapatinib	0.37	4217.66666666667	4327	1362.66666666667	0.969528554891605
BT-20	Lapatinib	1.11	4267.66666666667	4327	1362.66666666667	0.983502402867515
BT-20	Lapatinib	3.33	4144.33333333333	4327	1362.66666666667	0.94891308409828
BT-20	Lapatinib	10	3461.33333333333	4327	1362.66666666667	0.749336092173038
BT-20	Linifanib	0.04	4675.66666666667	4327	1362.66666666667	1.09517710722009
BT-20	Linifanib	0.12	4591.66666666667	4327	1362.66666666667	1.07251453616474
BT-20	Linifanib	0.37	4605.33333333333	4327	1362.66666666667	1.07621292876004
BT-20	Linifanib	1.11	4616	4327	1362.66666666667	1.0790964288729
BT-20	Linifanib	3.33	4446.66666666667	4327	1362.66666666667	1.03300038840679
BT-20	Linifanib	10	2798.33333333333	4327	1362.66666666667	0.539840610121863
BT-20	Linsitinib	0.04	3891.33333333333	4489	1362.66666666667	0.840572477976774
BT-20	Linsitinib	0.12	4097.66666666667	4489	1362.66666666667	0.896700144794159
BT-20	Linsitinib	0.37	4253	4489	1362.66666666667	0.93817734850354
BT-20	Linsitinib	1.11	4169.33333333333	4489	1362.66666666667	0.915916939852088
BT-20	Linsitinib	3.33	4063.66666666667	4489	1362.66666666667	0.887534167381285
BT-20	Linsitinib	10	3707.33333333333	4489	1362.66666666667	0.789459825369335
BT-20	MK2206	0.04	4245	4327	1362.66666666667	0.977175754099969
BT-20	MK2206	0.12	3989	4327	1362.66666666667	0.904757466561207
BT-20	MK2206	0.37	3235	4327	1362.66666666667	0.679788498227551
BT-20	MK2206	1.11	2932.33333333333	4327	1362.66666666667	0.58366072451663
BT-20	MK2206	3.33	2540.33333333333	4327	1362.66666666667	0.453029977924297
BT-20	MK2206	10	1593.66666666667	4327	1362.66666666667	0.0984951897476862
BT-20	Mitoxantrone	0.04	2038.83333333333	4408	1362.66666666667	0.268586050811941
BT-20	Mitoxantrone	0.12	1506.66666666667	4408	1362.66666666667	0.0611061972468578
BT-20	Mitoxantrone	0.37	1181.16666666667	4408	1362.66666666667	-0.0809328335663593
BT-20	Mitoxantrone	1.11	966.5	4408	1362.66666666667	-0.18357627525784
BT-20	Mitoxantrone	3.33	886.666666666667	4408	1362.66666666667	-0.224093867087464
BT-20	Mitoxantrone	10	548.5	4408	1362.66666666667	-0.415673132638737
BT-20	NU7441	0.04	4698	4489	1362.66666666667	1.05362246468717
BT-20	NU7441	0.12	4585.33333333333	4489	1362.66666666667	1.02484293462507
BT-20	NU7441	0.37	4497.33333333333	4489	1362.66666666667	1.00215780313842
BT-20	NU7441	1.11	4356	4489	1362.66666666667	0.965331403398267
BT-20	NU7441	3.33	3989.33333333333	4489	1362.66666666667	0.86738228350558
BT-20	NU7441	10	2053	4489	1362.66666666667	0.269083791599399
BT-20	NVP-AEW541	0.04	4591.66666666667	4489	1362.66666666667	1.02646851553705
BT-20	NVP-AEW541	0.12	4597.33333333333	4489	1362.66666666667	1.02792218727921
BT-20	NVP-AEW541	0.37	4616	4489	1362.66666666667	1.0327054567494
BT-20	NVP-AEW541	1.11	4505	4489	1362.66666666667	1.00414150432204
BT-20	NVP-AEW541	3.33	4607.66666666667	4489	1362.66666666667	1.03057107100621
BT-20	NVP-AEW541	10	4009	4489	1362.66666666667	0.872729129504206
BT-20	NVP-AUY922	0.04	1309.33333333333	4489	1362.66666666667	-0.0229456500681041
BT-20	NVP-AUY922	0.12	1301.66666666667	4489	1362.66666666667	-0.0262759991837905
BT-20	NVP-AUY922	0.37	1289	4489	1362.66666666667	-0.0317963596679315
BT-20	NVP-AUY922	1.11	1297	4489	1362.66666666667	-0.0283071888497808
