cell_line	small_molecule	replicate	GR50	GRmax	GR_AOC	GEC50	GRinf	h_GR	r2_GR	pval_GR
BT-20	BI-2536	1	-Inf	-0.00961832789679218	1.03530463990381	0	-0.0347207766977844	0.01	-5.44164713289774e-12	1
BT-20	BI-2536	2	-Inf	-0.329457528652731	1.35761595175378	0	-0.354208689190413	0.01	0	0.987288526737235
BT-20	BI-2536	3	-Inf	-0.121637168292211	1.12490210126901	0	-0.120619049272872	0.01	0	1
BT-20	BMS345541	1	5.59565082052659	0.0102592017638461	0.148931060315275	10.1607269581977	-0.999999964369696	1.84163953834133	0.988801527620832	0.000125405783626964
BT-20	BMS345541	2	6.81964250703425	0.189147525850685	0.133283005750736	12.3157772265926	-0.999974855884464	1.8586426728795	0.990059222183456	9.8819063597877e-05
BT-20	BMS345541	3	3.71329314679629	-0.220221722329335	0.286495296510742	7.90254824723715	-0.999999999999959	1.45460284859855	0.927981129032726	0.00518671777540047
BT-20	BX-912	1	6.4948394007886	0.320174864545124	0.179083643915706	19.8082006546191	-0.999999996583895	0.985224650172336	0.937688263242868	0.0038827525376901
BT-20	BX-912	2	7.18836809177161	0.242284697431945	0.142759258258191	13.1396504803859	-0.999985661010614	1.82138086948742	0.957384214465169	0.00181610517675057
BT-20	BX-912	3	10.042448221233	0.502156821235194	0.104476373853	16.8166607443969	-0.9980518429464	2.1284345452072	0.864528523124974	0.0183525210467006
BT-20	Barasertib	1	0.399480628310633	0.0651668360420232	0.54961591613564	0.343154893974564	0.0721670306705569	1.02560737563705	0.992361199920066	5.83512666610941e-05
BT-20	Barasertib	2	0.144433913013111	-0.165715873114157	0.771215148560041	0.226812165738725	-0.204937320150968	0.761135991192338	0.994178433742462	3.38906336908584e-05
BT-20	Barasertib	3	0.178499869054017	0.0239453435492016	0.650712884905952	0.763635088534009	-0.335443622829017	0.353184727985712	0.951334213984465	0.00236835872850982
BT-20	Brivanib	1	Inf	0.77863859115172	0.0957739880414943	996.850085522033	-0.262136181972867	0.356264875755983	0.894575738740888	0.0111142748620279
BT-20	Brivanib	2	26.7115565572771	0.780833604935282	0.0572914416392901	76.1793469241556	-0.999985508007806	1.04829086475703	0.843521275173837	0.0244855913232221
BT-20	Brivanib	3	Inf	0.834677774197345	0.075462996686171	0	0.916716122948174	0.01	-7.09479142102509e-11	0.525447374602831
BT-20	Buparlisib	1	0.438167547827872	-0.283250401237012	0.656277428885684	0.573622752915079	-0.279216611465622	1.64710250734002	0.998762362520331	1.53174653105825e-06
BT-20	Buparlisib	2	0.431349568486056	-0.484696689471459	0.72738899010822	0.662811363684615	-0.495592706850113	1.60329532556566	0.99805219181342	3.79395673166805e-06
BT-20	Buparlisib	3	0.279237965483668	-0.269774636448629	0.737954787156394	0.403935139054313	-0.286861229418625	1.22821266589534	0.99717941764401	7.95568482692133e-06
BT-20	CGP60474	1	-Inf	-0.41143144715224	1.0584320961365	0	-0.0771658188795729	0.01	-2.22044604925031e-16	0.0665178977874693
BT-20	CGP60474	2	0.0277386285429812	-0.634800172415068	1.36948909446834	0.0433822022210765	-0.567838173868434	1.69665443166862	0.620827508965155	0.00783761829355456
BT-20	CGP60474	3	0.024485809608224	-0.417958930024569	1.17096908780675	0.0346583259620872	-0.32822965654275	1.45255649918268	0.521851091344298	0.0249928535469774
BT-20	CHIR-99021	1	Inf	0.878496830589686	-0.0146354147570151	0	0.999984441091311	0.01	-0.00811763698146328	0.0615376895347227
BT-20	CHIR-99021	2	Inf	1.03030946286491	0.00387483867706303	0	0.988074625827275	0.01	-2.70232605181775e-08	1
BT-20	CHIR-99021	3	Inf	0.715541957000306	0.131621081714901	0	0.853742497229405	0.01	0	0.799014910739814
BT-20	CP466722	1	Inf	0.538914821528309	0.0305683419797477	5.32214344270605	0.519138318876824	4.99281696674345	0.956127842993133	0.00192476616043524
BT-20	CP466722	2	Inf	0.827418825999486	-0.0014884781872401	11.5596381546573	0.504009305342153	4.33366094773918	0.821551496967344	0.0318438682249567
BT-20	CP466722	3	6.46700080984619	0.398531852693894	0.0624300508280229	4.77710647724682	0.380202137028284	4.71742737533178	0.971396802443925	0.000818142910431807
BT-20	CP724714	1	23.2633302313614	0.576122994580724	0.190555705016285	516.6004048904	-0.999997321579956	0.354345751173515	0.948034395258824	0.00270042407611604
BT-20	CP724714	2	16.5501220845497	0.546745124383216	0.159760107028275	148.66215340264	-0.999999796327756	0.50044219351671	0.887269782834577	0.0127081018621323
BT-20	CP724714	3	9.46633331956985	0.481023295220203	0.179289475608808	62.7705664399603	-0.997824290029788	0.579972974762332	0.974858883140822	0.000632075756926809
BT-20	Canertinib	1	4.07350299127246	-0.179817121490432	0.285781775217031	8.21921601042831	-0.999999999929547	1.56503827775028	0.922012280837219	0.0060820843402124
BT-20	Canertinib	2	5.1671425598733	-0.0164456567416701	0.239861190263537	9.9823673971158	-0.999999999699472	1.66835468408921	0.898315486548126	0.0103397402758153
BT-20	Canertinib	3	3.64051678411017	-0.189835490959055	0.300566293437266	8.13830697661671	-0.999999999999978	1.36565775090986	0.918062580217221	0.00671374076065923
BT-20	Celastrol	1	0.766569643242719	-0.320107338680508	0.545275948383826	0.956183541779699	-0.343835464074562	2.36783627874297	0.984556283893345	0.000238508367182977
BT-20	Celastrol	2	1.63512479168224	-0.420817720483858	0.407710105634427	2.13292827497135	-0.455941518228601	2.43847061705075	0.995891159939334	1.68825666441164e-05
BT-20	Celastrol	3	0.60274641517883	-0.495321351745712	0.656166617539375	0.731378087973557	-0.443907768037852	3.28494699129554	0.992543631152773	5.55974363859457e-05
BT-20	Crizotinib	1	2.98251465986031	-0.00379071816977572	0.311733541306675	11.3382298840728	-0.999999998952926	0.822675799999667	0.904495699670272	0.00912107138147078
BT-20	Crizotinib	2	2.14116676089341	-0.129044410722971	0.362683781824796	8.20270124010921	-0.999999993886043	0.817959912809837	0.93365210334797	0.00440204339014849
BT-20	Crizotinib	3	1.7776151857008	-0.00605915928382184	0.373842279512341	2.75646993875549	-0.293685944163183	1.05334566225871	0.951488632069829	0.00235335281845639
BT-20	Dactolisib	1	0.0132562297879558	0.0503230891644093	0.849084138662869	0.010705379895444	0.0667381701207069	0.670339964009904	0.954683918336229	0.00205354725735762
BT-20	Dactolisib	2	0.0132672897843243	0.0191471571732715	0.913654718849689	0.0127204216669249	0.0173500009327057	0.839009917601178	0.963260404024643	0.0013497979124325
BT-20	Dactolisib	3	-Inf	0.0960197865376571	0.942863856343709	0	0.0724538961733914	0.01	-2.22044604925031e-16	1
BT-20	Dasatinib	1	0.0616342272612389	-0.253533748589588	0.906328126702306	0.0863439016231951	-0.18736104750746	0.944028297199679	0.773091580609282	0.000601524129050235
BT-20	Dasatinib	2	0.105005390594627	-0.29096942669317	0.836699273763833	0.15923503413853	-0.207415368343658	0.833417911271715	0.956227740423989	1.60692212314295e-07
BT-20	Dasatinib	3	0.0428433252768357	-0.171643421896971	0.842794368952164	0.0549720659012925	-0.0926315764646543	0.681835784966065	0.663775838137363	0.00429679464644428
BT-20	Dovitinib	1	0.282314186065345	0.25707033310141	0.544489765907199	0.133820033158675	0.256032469077241	0.961217932015545	0.991562733672935	7.118746307333e-05
BT-20	Dovitinib	2	0.466661558308218	0.0586304635919641	0.543168061592827	0.538182730052451	-0.0517208969345049	0.690311576176564	0.971874033664324	0.00079106998231504
BT-20	Dovitinib	3	0.150179161980315	0.124710377703884	0.649505606907381	0.119089183251577	0.166540609528006	1.746393320684	0.989277481262965	0.000114972408066127
BT-20	Enzastaurin	1	Inf	1.19702786252854	-0.142327767765127	0	0.999999999520215	0.01	-5.98044218184491	0.999999990109324
BT-20	Enzastaurin	2	Inf	1.088023366765	-0.0312101432350034	0	0.999997789232011	0.01	-0.146464554445754	0.999967356152953
BT-20	Enzastaurin	3	Inf	1.11733000167309	-0.0696236724376964	0	0.999999999746666	0.01	-3.00120806655208	1
BT-20	Erlotinib	1	Inf	0.536675719383344	0.171188990744348	0	0.805048299528773	0.01	-6.94999613415348e-14	0.139027712406718
BT-20	Erlotinib	2	10.3740977280604	0.497384985246963	0.128045922884129	27.2521750382326	-0.999999932438574	1.13749025049747	0.777076374714522	0.0496949427086609
BT-20	Erlotinib	3	Inf	0.609218216479958	0.194629328512591	0	0.793560861963913	0.01	-1.90958360235527e-14	0.0978609423201591
BT-20	Fedratinib	1	4.08455437285687	0.0153960988272817	0.226388725411642	10.518360003595	-0.999998841685027	1.16143385920424	0.993325903032309	4.45435703341213e-05
BT-20	Fedratinib	2	4.05494134973773	-0.250464757772749	0.234808824648819	7.58758579302087	-0.999999798739229	1.75335471013562	0.989967684589922	0.000100647352486716
BT-20	Fedratinib	3	3.59645508074466	-0.185930925537596	0.252751394455361	7.94154168707526	-0.999999998551916	1.3868587194829	0.97820996201856	0.000474805755230845
BT-20	Foretinib	1	0.315722666435034	-0.0462322626012676	0.642600976182767	0.33226463548782	-0.0472221896339203	1.76720457343706	0.994845153192198	2.65724456118832e-05
BT-20	Foretinib	2	0.15442282210578	-0.262795334893352	0.855538329227935	0.180488133723791	-0.195991225957372	2.12045708249684	0.993933068988307	3.68076519006166e-05
BT-20	Foretinib	3	0.263185815853005	-0.0625364497418744	0.625104609457988	0.257348624070934	0.0377456371779507	3.49966981461428	0.982874051517925	0.000293298111410656
BT-20	GDC-0980	1	0.0307809463245137	-0.159399230538722	0.994698833065087	0.0405591321627743	-0.151517428520257	0.959512670517266	0.996077399264087	1.53867965333454e-05
BT-20	GDC-0980	2	0.0320671384139167	-0.242126465607566	1.05065409018144	0.0479340363142167	-0.237155723100253	0.965663726666254	0.996174444814089	1.46348724804346e-05
BT-20	GDC-0980	3	0.0111092445503147	-0.187121611717481	1.10217912076498	0.0148899709271922	-0.172954646936616	1.01420076240412	0.990288954723592	9.4304400360401e-05
BT-20	GSK 690693	1	4.28361541628061	0.421906183522719	0.347014761486055	13.3158753619127	-0.219552758862741	0.320961668648194	0.994088884157928	3.49412904984137e-05
BT-20	GSK 690693	2	2.22629192133497	0.361486343141212	0.375719643024857	1.42792432429705	0.0938091366001287	0.467862378501613	0.971103712905511	0.00083499540784715
BT-20	GSK 690693	3	0.443058508096952	0.329187915264197	0.482974724399948	0.140900598246987	0.32571644817767	0.919938132730738	0.982375276415841	0.000310630881418028
BT-20	GSK1059615	1	0.139079213876403	-0.353065404902811	0.888013165313607	0.193460309388755	-0.289057704254603	1.38239896086696	0.960014575606643	1.02213568164977e-07
BT-20	GSK1059615	2	0.238611190984651	-0.606707662378072	0.899594379175331	0.385013389898108	-0.532593876665187	1.51579518698411	0.983807222076791	1.1132861299501e-09
BT-20	GSK1059615	3	0.182739529502636	-0.464713586461247	0.895814310507586	0.317059365339094	-0.460650234683676	1.18506355757355	0.984443952045196	9.10953867894193e-10
BT-20	GSK1904529A	1	Inf	0.960603169915806	0.0628696957980069	0	0.938368360943818	0.01	-2.22044604925031e-16	1
BT-20	GSK1904529A	2	Inf	0.952557109351889	0.0662327939143842	0	0.921423585885279	0.01	-8.24833534807112e-11	1
BT-20	GSK1904529A	3	Inf	0.931986906967158	0.0956212830164549	0	0.908182913809772	0.01	-2.11497486191092e-12	1
BT-20	GW843682X	1	0.13941931744463	-0.156394229818477	0.812918596794035	0.153679524440601	-0.0827669607907714	1.57295131767579	0.972866486644223	0.000736227547027846
BT-20	GW843682X	2	0.466655469532271	-0.371086664943266	0.66175026825235	0.891734726526777	-0.479792243486458	1.03884475905433	0.99299451054144	4.90768825539556e-05
BT-20	GW843682X	3	0.106688080811307	-0.0560763577340384	0.784506492503629	0.099764967672578	0.0487079033839719	1.52764520776371	0.867465120835696	0.0175654941950968
BT-20	Gefitinib	1	Inf	0.747622158737578	0.0612019406320776	10.4130054114272	0.490154280783802	0.946533969317555	0.879794134744784	0.0144494500417551
BT-20	Gefitinib	2	Inf	0.883208632608133	0.017751145502844	0	0.982421598354813	0.01	-1.07447384323223e-10	0.146290301810049
BT-20	Gefitinib	3	79.9963424665773	0.654881711858735	0.162834044072169	998.529380323066	-0.590074865398593	0.308755986315265	0.815818354852774	0.0339228784084238
BT-20	Geldanamycin	1	0.0090123422721885	-0.112403078732551	0.929175668903478	0.0113363366366064	-0.0680025449620591	0.555831240369228	0.82104035372055	0.000183558949444329
BT-20	Geldanamycin	2	0.0219049466808255	-0.351924073642103	1.13482235305678	0.0309493010122779	-0.256351543655659	1.19749061608761	0.920526851472554	3.17031266094947e-06
BT-20	Geldanamycin	3	-Inf	-0.28986324950198	1.03575654042331	0.333634066345203	-0.999955926858847	0.13994374479888	0.809549758326237	0.000250557634643878
BT-20	HG-5-113-01	1	1.60449599128276	-0.100539249560014	0.403793188829658	8.10029647088848	-0.999999992893707	0.678536473884169	0.99403167140145	3.56209462603063e-05
BT-20	HG-5-113-01	2	1.29310621173299	-0.285536033824681	0.451725541289924	5.29950430957578	-0.999999999984972	0.778844981380251	0.993437481018867	4.30666553776771e-05
BT-20	HG-5-113-01	3	1.95969471350104	-0.0850463680756534	0.360522506320629	6.08038563064867	-0.799300858249804	0.843407982487736	0.99657173587984	1.17529948775452e-05
BT-20	HG-5-88-01	1	8.35137213456452	0.419617525565189	0.142253042860621	23.8365911590514	-0.999998949437159	1.04749789082455	0.870460037857677	0.0167806017918253
BT-20	HG-5-88-01	2	Inf	0.398996136871836	0.191235843768685	0	0.761902689868354	0.01	0	0.536798294006136
BT-20	HG-5-88-01	3	Inf	0.398669592128693	0.164063291402719	0	0.791851450750682	0.01	-3.10862446895044e-15	0.16832591682828
BT-20	HG-6-64-01	1	2.26143643191267	-0.299853981046607	0.333198533962354	6.20232784496277	-0.999999999651007	1.08889447180003	0.97516704012489	0.00061667589615888
BT-20	HG-6-64-01	2	2.4376650832024	0.0666624363008501	0.21819071311641	2.37822548664947	0.0250180764483381	2.07936821043672	0.966749479373962	0.0011055971219025
BT-20	HG-6-64-01	3	0.767296908391889	-0.274476048715211	0.536474190655197	5.11645357543626	-0.999999975417352	0.579026712512728	0.97202865515106	0.000782396132658181
BT-20	Imatinib	1	Inf	0.974752328479428	-0.0352616950237798	0	0.999999997509273	0.01	-0.78533996579851	0.8933674578962
BT-20	Imatinib	2	Inf	1.00032726559207	0.0242452974025175	0	0.98075212799694	0.01	-7.90980614340242e-11	1
BT-20	Imatinib	3	Inf	0.926854365807769	0.00468975529895029	2.75329883832764	0.926083423648731	4.99996342295971	0.777561183954981	0.0494790268510528
BT-20	JNK-9L	1	0.272800950020393	-0.154396343075058	0.692370616594232	0.423311510009456	-0.236053082712108	0.880118631602454	0.986676484910631	0.00017751605433669
BT-20	JNK-9L	2	1.70876833161513	-0.336697454971919	0.412687852829615	5.15062761110845	-0.999999999264475	0.995709913884765	0.984988495836681	0.00022534525724538
BT-20	JNK-9L	3	0.246594364386876	-0.170441184737487	0.739308956301466	0.331209181226166	-0.211336368816812	1.19501983657805	0.967856908102738	0.00103317835671579
BT-20	JW-7-24-1	1	4.19296584725844	0.05435697290469	0.251230557770221	12.1246175019852	-0.999999986185162	1.03464088161999	0.912000183597688	0.00774396768675822
BT-20	JW-7-24-1	2	5.83266941542913	0.0750048850493739	0.219278972258557	10.9957630954497	-0.999999973482131	1.73273057571913	0.830467808562936	0.0287411639334534
BT-20	JW-7-24-1	3	1.20333456926409	-0.222741067286413	0.458924682173577	6.79909621394796	-0.999999990695819	0.634415087691611	0.932684477974939	0.00453137950550653
BT-20	KIN001-043	1	9.8852709018824	0.478499335691349	0.05307169293698	11.9965043064097	-0.816135787022365	4.99999999999998	0.987667903775307	0.00015208059729499
BT-20	KIN001-043	2	Inf	0.683279096956303	0.11919942717786	0	0.873001068400308	0.01	-2.22044604925031e-16	0.303845293450014
BT-20	KIN001-043	3	5.29604002481879	0.251030474273559	0.109690352133883	4.66644569456969	0.234450925691321	4.9999999999913	0.980186768213654	0.000392564153814723
BT-20	LDN-193189	1	2.12255159974456	-0.469563161992587	0.377405530652844	3.24203180995978	-0.636040286362957	1.93751705269083	0.994850799082978	2.65142700838217e-05
BT-20	LDN-193189	2	1.70669342303085	-0.449160568186267	0.402842419744885	2.78574341522539	-0.623566671763061	1.65250302495804	0.997250697704407	7.55866311252795e-06
BT-20	LDN-193189	3	0.915926966851182	-0.597823184053847	0.63261513860786	1.43012865577367	-0.675057506213217	1.91763186329882	0.987917845883231	0.00014597844810138
BT-20	Lapatinib	1	31.2161635058537	0.740887108304128	0.0744824812319328	141.437676587652	-0.99712023286342	0.725841415911715	0.812147602870791	0.0352885231070826
BT-20	Lapatinib	2	Inf	0.907152812134459	-0.0120701487538215	0	0.994653086388272	0.01	-3.21445192685843e-08	0.48338510261319
BT-20	Lapatinib	3	Inf	0.599170415770962	0.132824873195198	0	0.835168366253244	0.01	-9.97846250072598e-12	0.79881598660261
BT-20	Linifanib	1	9.43607354712244	0.383454610852751	-0.0136052018126746	11.7369773667701	-0.988657376387438	4.99999999999998	0.901871407288088	0.00962922070392658
BT-20	Linifanib	2	Inf	0.969102406820339	-0.0646079622247771	0	0.999999993845568	0.01	-1.76626225636343	0.941924601832413
BT-20	Linifanib	3	8.9985700786245	0.279998462062958	0.0350429181485385	11.1454091521793	-0.957412766631818	4.99999999999998	0.973471588032613	0.000703756641508901
BT-20	Linsitinib	1	Inf	0.743145563007232	0.15235424875938	0	0.837269004047425	0.01	-1.06347375350424e-10	0.42619123988469
BT-20	Linsitinib	2	Inf	0.841485112855901	0.0683286065352829	0	0.914544067160349	0.01	-1.22726273588114e-11	1
BT-20	Linsitinib	3	Inf	0.80552578043248	0.0871008640360807	0	0.901025944911946	0.01	-4.59188242984965e-13	0.463856943961122
BT-20	Luminespib	1	-Inf	0.0396706277569683	0.956587793331407	0	0.0444424112801742	0.01	-2.22044604925031e-16	1
BT-20	Luminespib	2	-Inf	-0.180972809366428	1.18337988913796	0	-0.181184467634539	0.01	-6.66133814775094e-16	1
BT-20	Luminespib	3	-Inf	0.020977074661447	0.970790290266515	0	0.0322726819728727	0.01	-2.22044604925031e-16	1
BT-20	MK2206	1	1.66967929071518	0.0628859327102984	0.381461813951008	4.9793010161005	-0.50475126240461	0.638705998714165	0.970694024443713	0.000858840203305733
BT-20	MK2206	2	6.29967999104167	0.379350548946731	0.204898017035799	22.716032198729	-0.645440094781407	0.64630760672559	0.934236188247758	0.00432487893618438
BT-20	MK2206	3	0.764529907836175	-0.200897872739958	0.523298834100162	6.27177131017651	-0.999999996562531	0.522016936808931	0.963134806957596	0.00135904245805307
BT-20	Mitoxantrone	1	0.0109123459057897	-0.290782442573534	0.99912231700539	0.0381219882754701	-0.34279115418297	0.417389539896536	0.96495502320127	5.28602099869602e-08
BT-20	Mitoxantrone	2	0.0152045935393003	-0.543188847918625	1.21273363192969	0.0396574204696817	-0.48319378625377	0.70534254753148	0.904649003061254	7.88181416111478e-06
BT-20	Mitoxantrone	3	-Inf	-0.657229926294513	1.14012067634453	0.181071283518484	-0.999999999977494	0.260810744266446	0.874439982906749	3.12073456187889e-05
BT-20	Momelotinib	1	2.83792381572632	0.179373067528732	0.331913963062644	29.4201872036822	-0.999999999933967	0.46977181592418	0.932709742292922	0.00452797878228484
BT-20	Momelotinib	2	3.96371214395816	0.0297948377465993	0.253227176650625	11.384596896181	-0.999999999999134	1.04125941198555	0.961533908527591	0.00147964019316371
BT-20	Momelotinib	3	3.03351205099811	-0.0177569874812853	0.295020269274219	10.2076859180736	-0.999999946338518	0.905385050637965	0.984603962327124	0.00023703797602459
BT-20	NU7441	1	7.75610340931873	0.254751835652629	0.060697980379312	8.33280731057107	-0.141161172500474	3.46725575066165	0.98788005779237	0.000146892999116299
BT-20	NU7441	2	8.85028859628114	0.435325656678275	0.102298501953116	21.4534189601395	-0.999989162271514	1.24075325483599	0.96890781781343	0.000966723793122903
BT-20	NU7441	3	5.51497324689675	0.106269259176784	0.141811387048229	7.43899111464156	-0.395763354992545	1.94831161137183	0.989843330374652	0.000103157937878406
BT-20	NVP-AEW541	1	Inf	0.947853843015118	-0.0265904275543703	0	0.999999874698562	0.01	-0.346081746583304	0.560231976666142
BT-20	NVP-AEW541	2	Inf	0.897443645902917	-0.0190088111533424	0	0.999999861141408	0.01	-0.0348895380256979	0.155885269584027
BT-20	NVP-AEW541	3	12.2174272935533	0.738334497883297	0.0256617236636104	12.5130145007723	-0.0634828790255337	4.99998047794437	0.972058041949377	0.000780753019700042
BT-20	NVP-TAE684	1	2.02945160749567	-0.0189426136562252	0.382843117665396	9.75450305306958	-0.999999419150071	0.699769108742132	0.846809158728219	0.0234674338495559
BT-20	NVP-TAE684	2	Inf	0.459767009128342	0.137369220285577	0	0.844579838990256	0.01	-1.49915635461184e-11	0.0993209542827539
BT-20	NVP-TAE684	3	1.97278833617607	-0.0408848590892361	0.310579329687037	2.18932954321415	-0.105730938471505	1.84188729122588	0.998239880691958	3.09801997855352e-06
BT-20	Neratinib	1	3.10602776715649	0.371344831232215	0.376154287083891	218.939045352808	-0.999999591864031	0.258165964476144	0.981555221672269	0.000340209847559114
BT-20	Neratinib	2	2.48292381951359	0.38442575801826	0.420730248621852	999.558588614715	-0.927359462581326	0.174890781832425	0.933447996575677	0.00442916915979108
BT-20	Neratinib	3	0.398361307543438	0.151472801528129	0.555758795874899	1.97974438618164	-0.342348616585428	0.325307284539922	0.998053937375944	3.78715973670118e-06
BT-20	Nilotinib	1	8.3688959697157	0.132165116121562	0.112703594733767	10.096485824742	-0.777851409473131	4.99999999282835	0.988768163575403	0.000126154149468705
BT-20	Nilotinib	2	7.87706652920344	-0.0481308732951045	0.0704889454541439	9.81240677309228	-0.999771700913412	4.9999999999999	0.991520057880063	7.19094183542213e-05
BT-20	Nilotinib	3	7.21979785738041	-0.0290527640206738	0.0929112605467301	9.03588197687434	-0.717421972693893	3.96602291449453	0.996396940747802	1.29820359747734e-05
BT-20	Nintedanib	1	10.4880672630607	0.508264177524014	0.0970763676556509	7.4619929121487	0.164122149026346	1.1687493246734	0.934657239415066	0.00426967636085995
BT-20	Nintedanib	2	Inf	0.62691001146549	0.140725486620086	1.64845814527341	0.5812614580698	1.50936153790749	0.883728499300523	0.0135190618749085
BT-20	Nintedanib	3	6.14040098432081	0.390093602149878	0.259944177849289	77.3452580665435	-0.999991560948708	0.433650957579661	0.921984398775858	0.00608643403436426
BT-20	OSI-027	1	0.484772793912656	0.198747126183177	0.47616442843584	0.285679874718276	0.236871583174131	1.21398572240178	0.961585146938293	0.00147570093575256
BT-20	OSI-027	2	1.76761018127727	0.147645996715068	0.352074194009658	2.07576029236391	-0.0689537431932949	0.803931615446205	0.980368352036783	0.000385401601751711
BT-20	OSI-027	3	0.714396312074452	0.0900782803646094	0.489926184273775	0.838415569591984	-0.0564590049945222	0.668341241845834	0.975925903255887	0.000579562134044975
BT-20	Omipalisib	1	-Inf	-0.201637763561075	1.13242932694788	0.00104585323036461	-0.216046544832289	0.443235952427161	0.975916913536443	0.000579995053611171
BT-20	Omipalisib	2	-Inf	-0.482038769882609	1.28247559458343	0.0181224651877736	-0.999999190798456	0.167010377563185	0.995395824798907	2.11984292823875e-05
