cell_line	drug	fit_GR	fit_IC	experiment	concentration_points	ctrl_cell_doublings	GR50	GRmax	GR_AOC	GEC50	GRinf	h_GR	r2_GR	pval_GR	flat_fit_GR	IC50	Emax	AUC	EC50	Einf	h	r2_IC	pval_IC	flat_fit_IC
BT-20	Fedratinib	sigmoid	sigmoid	BT-20 Fedratinib	6	1.7198827981153355	3.881082786710271	-0.2504647577727491	0.23798298150527405	8.419251706989813	-1	1.4186501607246587	0.9724125762076453	3.354974099811747e-13	NA	5.081576002207566	0.19656786271450857	0.822213140391081	5.081576002207566	0	1.483327800116622	0.9674101841208474	1.2724925691343476e-12	NA
BT-20	Foretinib	sigmoid	sigmoid	BT-20 Foretinib	6	1.7198827981153355	0.22827834350641774	-0.2627953348933526	0.7077479716228965	0.24209166574560637	-0.06676495276338823	2.133361284872742	0.9307690309235014	5.277196750348834e-10	NA	0.30942518611225495	0.20332258864368957	0.5030081347370317	0.21729789960124613	0.27298774047316576	2.234009102433605	0.9574194465504332	1.0806633322620446e-11	NA
BT-20	GDC-0980	sigmoid	sigmoid	BT-20 GDC-0980	6	1.7198827981153355	0.021953529873138134	-0.24212646560756557	1.0491773480038384	0.031019602646178847	-0.18896692962121883	0.9273738574593251	0.8642214525198086	1.1551789520941037e-7	NA	0.0016717006346134288	0.19604784191367655	0.28414767923302586	4e-4	0.12460638761247605	0.20042412376998028	0.5400587026675545	0.002002715444393443	NA
BT-20	Gefitinib	sigmoid	sigmoid	BT-20 Gefitinib	6	1.6667220602027366	62.02802218567062	0.6548817118587353	0.08059571006903012	141.02962715257448	-0.29898357865777253	0.5706617675273942	0.5639026287763335	0.0013081807380176174	NA	144.66086383012575	0.7187585080315818	0.9331643428039561	144.66086383012575	0	0.5469205939227465	0.539654419591363	0.0020168417556846218	NA
BT-20	Geldanamycin	sigmoid	sigmoid	BT-20 Geldanamycin	6	1.6933024291590362	0.00979616909119481	-0.35192407364210254	1.0379662840317492	0.016020993995047927	-0.1866372003764255	0.6448311135511018	0.6384924137133265	3.076068927429338e-8	NA	0.0017468582041994338	0.16354654186167447	0.2940683265068211	4e-4	0.12511146965053174	0.1953581810549278	0.5942245023859001	2.192092737205924e-7	NA
BT-20	GSK 690693	sigmoid	sigmoid	BT-20 GSK 690693	6	1.7198827981153355	1.6510088100701097	0.329187915264197	0.4019030429702869	0.43260211246543084	0.25641808149259937	0.5369538084720009	0.8606124675855265	1.424923137725598e-7	NA	21.410557550898726	0.47737909516380655	0.6837766531766538	0.3301272485046778	0.44547784802230805	0.5311398320731663	0.8278182367643804	7.724977218697718e-7	NA
BT-20	GSK1059615	sigmoid	sigmoid	BT-20 GSK1059615	6	1.6933024291590362	0.18372442795714272	-0.6067076623780719	0.8961502205100963	0.2986532673387965	-0.4346857349891816	1.2876546837830207	0.9579937877308218	3.947570411370725e-24	NA	0.2696369099473663	0.07949044585987261	0.4053556410457647	0.21994601358695212	0.12153183827296886	1.3671288182231258	0.9556057603410681	1.0105378335018541e-23	NA
BT-20	GSK1904529A	flat	flat	BT-20 GSK1904529A	6	1.6667220602027366	Inf	0.9319869069671582	0.07490792424294858	0	0.9226585377231956	0.01	-0.1264550190885676	1	0.9226585377231956	Inf	0.941464742717125	0.9384386551035223	0	0.9368798040052314	0.01	-0.1283711356163233	1	0.9368798040052314
BT-20	GW843682X	sigmoid	sigmoid	BT-20 GW843682X	6	1.6667220602027366	0.18524871782580996	-0.37108666494326625	0.7530584525166713	0.2200534165644978	-0.11082021972440047	1.1627661176574176	0.8274234345305442	7.867822853120127e-7	NA	0.3361848456061994	0.1650955414012739	0.475672896001736	0.17537713086403767	0.26173617959718337	1.1390870916404863	0.8339993893019424	5.766037813061405e-7	NA
BT-20	HG-5-113-01	sigmoid	sigmoid	BT-20 HG-5-113-01	6	1.7198827981153355	1.6023323978162145	-0.28553603382468107	0.4053470788134039	6.934561032900404	-1	0.7498765987993831	0.9798635751957587	2.703080111842002e-14	NA	2.6666401505933734	0.19340441358789984	0.6972944931044165	2.6666401505933734	0	0.815502645331053	0.9863867404409352	1.17949743573773e-15	NA
BT-20	HG-5-88-01	sigmoid	sigmoid	BT-20 HG-5-88-01	6	1.6667220602027366	8.387154259600319	0.39866959212869335	0.16585072601067505	23.344995672507437	-1	1.0731975093974024	0.5897187347707173	8.028852676786115e-4	NA	13.386153638065075	0.5360740539068881	0.8698276210706807	13.386153638065075	0	1.0818985491879407	0.5327351919214764	0.002272503641862216	NA
BT-20	HG-6-64-01	sigmoid	sigmoid	BT-20 HG-6-64-01	6	1.6667220602027366	1.947869623124571	-0.2998539810466073	0.3626211459113202	6.914789040063169	-1	0.8671478288924839	0.8862118692195906	2.810448981798457e-8	NA	3.153548490971066	0.16793609511424856	0.7360206959863356	3.153548490971066	0	0.9401298686049789	0.8534152778648327	2.1316194035982214e-7	NA
BT-20	Imatinib	flat	flat	BT-20 Imatinib	6	1.6667220602027366	Inf	0.926854365807769	-0.002108880774104028	0	1.0005600213963968	0.01	0.04253235658196175	0.7063059275639303	1.0005600213963968	Inf	0.9371086305472366	1.0025825742548637	0	1.001120036358197	0.01	0.04868987218907872	0.6707751464496746	1.001120036358197
BT-20	JNK-9L	sigmoid	sigmoid	BT-20 JNK-9L	6	1.6667220602027366	0.45502887381355084	-0.33669745497191883	0.6147891419084378	1.1578723323529363	-0.475792301651891	0.7159068862583208	0.8273588941304062	7.891393033608037e-7	NA	1.0028377706495892	0.17936305732484076	0.5661558391543643	0.8224036003856192	0.06367758890923135	0.6867724994887618	0.7963643732995033	2.956855437395447e-6	NA
BT-20	JW-7-24-1	sigmoid	sigmoid	BT-20 JW-7-24-1	6	1.6667220602027366	3.1108887294936776	-0.22274106728641319	0.3098114040674517	11.039821912551204	-1	0.8673708277526235	0.7561337002706361	1.2508761409929043e-5	NA	5.6017714237462135	0.19248570650694255	0.7662175792014603	5.6017714237462135	0	0.7606454458639733	0.6847231144772903	9.761960666663995e-5	NA
BT-20	KIN001-043	sigmoid	sigmoid	BT-20 KIN001-043	6	1.6667220602027366	9.695101306976918	0.2510304742735594	0.0939871574162409	15.247134141930426	-1	2.4264202433774544	0.7664685155510291	8.846337809886588e-6	NA	11.77491045515913	0.44132861421181596	0.9277293745344424	11.77491045515913	0	2.5258135939988473	0.7576598389573413	1.1896059761249063e-5	NA
BT-20	Lapatinib	flat	flat	BT-20 Lapatinib	6	1.6667220602027366	Inf	0.5991704157709619	0.06507906855776971	0	0.9128507456749121	0.01	0.24188931399577562	0.10910909322675659	0.9128507456749121	Inf	0.6771031854070242	0.945701622333142	0	0.9281357858526896	0.01	0.15616481957960882	0.257075696498783	0.9281357858526896
BT-20	LDN-193189	sigmoid	sigmoid	BT-20 LDN-193189	6	1.7198827981153355	1.4158037106424366	-0.5978231840538468	0.4709543630018632	2.292853521399015	-0.6334328478595741	1.6975700844025978	0.9399582829185334	1.6889812568926647e-10	NA	1.9069801296005238	0.054862194487779514	0.6796177647780239	1.8386659767159033	0.028847043967461485	1.6289559949262797	0.9368505147031488	2.5290564393595606e-10	NA
BT-20	Linifanib	sigmoid	sigmoid	BT-20 Linifanib	6	1.6667220602027366	10.247504066631315	0.27999846206295764	-0.014390081962971216	12.765632869638464	-1	5	0.6308429642962673	3.448968277464583e-4	NA	11.386965888562719	0.4592975769126055	1.0159031295981993	11.386965888562719	0	5	0.6200722161466696	4.34118641154446e-4	NA
BT-20	Linsitinib	flat	flat	BT-20 Linsitinib	6	1.7198827981153355	Inf	0.7431455630072317	0.10259457311024771	0	0.8842799192976535	0.01	0.04754641984602892	0.6772523938758622	0.8842799192976535	Inf	0.7857909806728705	0.9133076028087366	0	0.9026647942902271	0.01	0.049274801650823874	0.6674827369009242	0.9026647942902271
BT-20	Luminespib	flat	flat	BT-20 Luminespib	6	1.7198827981153355	-Inf	-0.180972809366428	1.0369193242452948	0	-0.03482312497034332	0.01	-0.41672277443744865	1	-0.03482312497034332	-Inf	0.24051574510290108	0.2864716541681459	0	0.28754651094805556	0.01	-2.2751052000780092e-5	1	0.28754651094805556
BT-20	Mitoxantrone	sigmoid	sigmoid	BT-20 Mitoxantrone	6	1.6933024291590362	0.004300585239083163	-0.6572299262945132	1.118682494343376	0.07921671737418252	-0.7319986678900012	0.30952623996218825	0.7556497967864337	3.9465351685351545e-11	NA	0.023071310400895082	0.041081643265730626	0.2589477212055238	0.014973014519368647	0.08477149901393441	0.42970575525491317	0.8011898563776366	1.1842820964982087e-12	NA
BT-20	MK2206	sigmoid	sigmoid	BT-20 MK2206	6	1.6667220602027366	1.968095462880459	-0.20089787273995807	0.36988622169565644	14.817808617755157	-1	0.5442006073274798	0.7790333372513195	5.6834762927358e-6	NA	4.480568675939882	0.20201470187857337	0.7213568011160962	4.480568675939882	0	0.5761833093146795	0.7591041942225732	1.1340544542429147e-5	NA
BT-20	Momelotinib	sigmoid	sigmoid	BT-20 Momelotinib	6	1.7198827981153355	3.211219227556005	-0.01775698748128529	0.29338713632916263	13.464827976414671	-1	0.7664218597545631	0.9237144271007542	1.1469362963820258e-9	NA	5.658521723618896	0.27613104524180965	0.7708746873367444	5.658521723618896	0	0.7555425770248337	0.8997711665828614	1.0184539675827325e-8	NA
BT-20	Neratinib	sigmoid	sigmoid	BT-20 Neratinib	6	1.7198827981153355	1.3292325029734842	0.15147280152812947	0.4508811105268808	159.71075374258615	-1	0.2294146446819335	0.7530779860094962	1.3819059433174102e-5	NA	8.0950596964001	0.36817472698907955	0.648095721772979	8.0950596964001	0	0.24674605517983256	0.7039487812869614	5.9011251581140064e-5	NA
BT-20	Nilotinib	sigmoid	sigmoid	BT-20 Nilotinib	6	1.7198827981153355	8.087030617709193	-0.04813087329510446	0.09203460024488021	10.07426425009833	-1	5	0.9845429287880179	3.258499525429607e-15	NA	8.563640870064246	0.2704108164326573	0.9361588334325508	8.563640870064246	0	5	0.9846025350866802	3.1593212235743532e-15	NA
BT-20	Nintedanib	sigmoid	sigmoid	BT-20 Nintedanib	6	1.6667220602027366	10.782456143205794	0.39009360214987776	0.16591534404167507	5.829807146800205	0.19381485687986177	0.797510258462532	0.8021075577172068	2.3519802303290386e-6	NA	53.43487820848179	0.5303566566839096	0.8691283126742895	4.520680419655694	0.43256071948754155	0.8111505014338236	0.7795275075262383	5.582584367435936e-6	NA
BT-20	NU7441	sigmoid	sigmoid	BT-20 NU7441	6	1.7198827981153355	7.32454290289092	0.10626925917678398	0.10160262312688562	13.596623195371865	-1	1.7759922009364546	0.9313496998482055	4.933322683499685e-10	NA	9.166632606513494	0.3424336973478939	0.9228916794182347	9.166632606513494	0	1.905917636642292	0.9208488792859917	1.540481715599898e-9	NA
BT-20	NVP-AEW541	sigmoid	sigmoid	BT-20 NVP-AEW541	6	1.7198827981153355	13.49438254157195	0.7383344978832969	-0.00664583834803412	16.81036984304366	-1	5	0.5865304386702084	8.541779308665057e-4	NA	14.994998201815157	0.7758710348413936	1.0057120480471755	14.994998201815157	0	5	0.5748105060999344	0.0010682187563052714	NA
BT-20	NVP-TAE684	sigmoid	sigmoid	BT-20 NVP-TAE684	6	1.6667220602027366	3.0817698559318716	-0.040884859089236114	0.27693055587933646	3.7738651380224484	-0.13983014221753762	1.217176372343536	0.7280471563583727	2.991912130471864e-5	NA	5.651890545752346	0.2777021508303839	0.7934521418786156	3.8737522539315075	0.16515488078331436	1.0613434963232884	0.7035614923530694	5.9631666415600125e-5	NA
BT-20	Omipalisib	flat	sigmoid	BT-20 Omipalisib	6	1.6667220602027366	-Inf	-0.48203876988260863	1.2393923814254735	0	-0.23781438770037516	0.01	4.226663463668956e-10	0.9999999966186695	-0.23781438770037516	9.443168314639776e-4	0.11652600054451402	0.20274342910505466	4e-4	0.12522670923328552	0.3356085640609001	0.5533422424832626	0.0015841600229576098	NA
BT-20	OSI-027	sigmoid	sigmoid	BT-20 OSI-027	6	1.6667220602027366	0.9010692402413689	0.09007828036460941	0.43938826890642446	0.7327344226181259	0.07741515447603084	0.8134373525173569	0.9215656820132088	1.4323494858441386e-9	NA	2.488462670551117	0.3471276885379799	0.6701897388853306	0.49326148886293714	0.3826259926609887	0.8954891668811337	0.8980870603563322	1.1636828416759194e-8	NA
BT-20	Palbociclib	sigmoid	sigmoid	BT-20 Palbociclib	6	1.6667220602027366	0.1570041852036325	0.15920774191664933	0.6112886667020954	0.08185773350556252	0.149143805953227	0.5438926392380687	0.8001386196237207	2.5458397368370024e-6	NA	1.0554346918632154	0.41383065613939557	0.5477492847835465	0.05843097053761623	0.3978535048196423	0.5488168163063153	0.7257778298915964	3.197573286952451e-5	NA
BT-20	PD0325901	sigmoid	sigmoid	BT-20 PD0325901	6	1.6933024291590362	6.32276291478365	0.3311868100390172	0.2681236268145989	13.831308537496277	-0.21708824622327644	0.4606549917050529	0.7909988777239395	2.770298128434493e-12	NA	20.284323764546084	0.4786791471658866	0.7872183563537417	12.874652190929641	0.09043107957655085	0.4388653841946014	0.7549798519863731	4.1345720454163615e-11	NA
BT-20	PD173074	flat	flat	BT-20 PD173074	6	1.6667220602027366	Inf	0.6641243459848802	-0.09040804513629826	0	1.0712314957932303	0.01	-0.09620807872355064	1	1.0712314957932303	Inf	0.7510828025477707	1.0789142638697504	0	1.063327229160173	0.01	-0.1894932857864673	1	1.063327229160173
BT-20	PD184352	sigmoid	sigmoid	BT-20 PD184352	6	1.7198827981153355	8.332727972848344	0.08476950154236995	0.07156737374684254	12.409740744796096	-1	2.7583168865347245	0.9421198955456039	1.2596052138796136e-10	NA	9.657156561095924	0.3766426977436152	0.947260490896884	9.657156561095924	0	2.882157760379277	0.9623008071457301	4.079964797279766e-12	NA
BT-20	Pelitinib	sigmoid	sigmoid	BT-20 Pelitinib	6	1.7198827981153355	2.716612451936716	-0.39954689284548284	0.33933623822225795	7.577197948805878	-1	1.0710250550117328	0.883052738915714	3.4988106546470694e-8	NA	3.9535565119379528	0.14654103644929334	0.744286388196813	3.9535565119379528	0	0.8847074146653394	0.8527752703305578	2.2072225498162553e-7	NA
BT-20	PF431396	sigmoid	sigmoid	BT-20 PF431396	6	1.7198827981153355	0.30645682824005094	-0.4123596285398141	0.6598044722125981	0.4198135339039798	-0.1827356950500111	0.9897245065858202	0.9242944738983264	1.0789980375407807e-9	NA	0.5218246533602799	0.14158194892139847	0.5254706221685839	0.2947073039262716	0.23154307678499453	1.0885075366591193	0.9568271411477595	1.206942177572928e-11	NA
BT-20	PF477736	sigmoid	sigmoid	BT-20 PF477736	6	1.7198827981153355	6.088368462462068	-0.033206480851674214	0.168730363379964	11.719268291532885	-1	1.6776440844415177	0.9299856679358369	5.774250226160013e-10	NA	7.689723298061293	0.31341433176295563	0.8696811046230497	7.689723298061293	0	1.8313465327647425	0.9328850978620211	4.116723420208073e-10	NA
BT-20	PF562271	sigmoid	sigmoid	BT-20 PF562271	6	1.6667220602027366	1.4248021001775326	-0.27301937282553124	0.4312323980936659	5.785707616904886	-1	0.7839627620160987	0.9654232063222246	2.043044131186593e-12	NA	2.4161653718354614	0.19057990743261638	0.6877012774788754	2.4161653718354614	0	0.8670492295493877	0.9506435441207359	3.5216949564804647e-11	NA
BT-20	PHA-665752	sigmoid	sigmoid	BT-20 PHA-665752	6	1.7198827981153355	8.303935586210324	-0.16240606298066507	0.08237999044319047	11.380842906200602	-1	3.4854237852507204	0.8053844538572658	2.057880891823996e-6	NA	9.470558610498344	0.20696827873114926	0.9415761673159292	9.470558610498344	0	3.615163729678036	0.8361047481013428	5.206321423967406e-7	NA
BT-20	PHA-793887	sigmoid	sigmoid	BT-20 PHA-793887	6	1.6667220602027366	0.05966856224345246	-0.34580975586158447	0.805366701399639	2.5633817507423564	-1	0.2921625664320997	0.9098972149606165	4.344159079524745e-9	NA	0.25790112109216246	0.17554140127388534	0.4331104136928518	0.25790112109216246	0	0.3344264777725364	0.8794669315844774	4.455020434739509e-8	NA
BT-20	PI103	sigmoid	sigmoid	BT-20 PI103	6	1.6667220602027366	0.25694830411927994	-0.14830150363002492	0.6906193262927606	0.30352504374114925	-0.11395957821666546	1.2324987544517851	0.8665187554171978	1.0077712836222173e-7	NA	0.4424133054752943	0.2417642254288048	0.5166667389381758	0.24859212843886516	0.26097089559879266	1.2803314964690125	0.8401634157565866	4.259999222154176e-7	NA
BT-20	Pictilisib	sigmoid	sigmoid	BT-20 Pictilisib	6	1.6667220602027366	0.31689061625408876	-0.11360329045331485	0.6283375339525887	1.0107444230450053	-0.4038242024443231	0.5104181890764727	0.890062541629135	2.1338581148493983e-8	NA	0.9516120667505337	0.24203648243942283	0.5464807494237254	0.6548522792207861	0.08341611830434968	0.48835142821062316	0.8533152797160543	2.1432805171745722e-7	NA
BT-20	PIK-93	sigmoid	sigmoid	BT-20 PIK-93	6	1.7198827981153355	5.002218339052128	0.04495838259283391	0.12947859119525995	5.353355324206704	-0.09283689801816829	2.5104080375369793	0.9855747863269766	1.8748996965772842e-15	NA	6.454029643884191	0.3538741549661987	0.90348767014868	4.921441105866342	0.24339233804442856	2.460537397704468	0.9813385946214079	1.4708039131812092e-14	NA
