Cell HMS LINCS ID	Cell Name	Small Molecule HMS LINCS ID	Small Molecule Name	concentration	Small Mol Conc Unit	Replicate	Seeding Density	cell_count__time0	cell_count	cell_count__ctrl
50238	Hs 578T	10250-999-4	Etoposide	3.1623	uM	1	312.5	222.17	245.67	682.08
50238	Hs 578T	10250-999-4	Etoposide	10.0	uM	1	312.5	222.17	187.33	682.08
50238	Hs 578T	10250-999-4	Etoposide	19.9526	uM	1	312.5	222.17	216.33	682.08
50238	Hs 578T	10099-101-1	Nilotinib	0.0033113	uM	1	312.5	222.17	839.0	682.08
50238	Hs 578T	10099-101-1	Nilotinib	0.01	uM	1	312.5	222.17	782.67	682.08
50238	Hs 578T	10099-101-1	Nilotinib	0.031623	uM	1	312.5	222.17	794.33	682.08
50238	Hs 578T	10099-101-1	Nilotinib	0.1	uM	1	312.5	222.17	778.0	682.08
50238	Hs 578T	10099-101-1	Nilotinib	0.31623	uM	1	312.5	222.17	744.67	682.08
50238	Hs 578T	10099-101-1	Nilotinib	1.0	uM	1	312.5	222.17	786.67	682.08
50238	Hs 578T	10099-101-1	Nilotinib	3.1623	uM	1	312.5	222.17	619.67	682.08
50238	Hs 578T	10099-101-1	Nilotinib	10.0	uM	1	312.5	222.17	744.33	682.08
50238	Hs 578T	10099-101-1	Nilotinib	19.9526	uM	1	312.5	222.17	2138.67	682.08
50238	Hs 578T	10049-101-1	PLX-4720	0.0033113	uM	1	312.5	222.17	763.67	682.08
50238	Hs 578T	10049-101-1	PLX-4720	0.01	uM	1	312.5	222.17	814.0	682.08
50238	Hs 578T	10049-101-1	PLX-4720	0.031623	uM	1	312.5	222.17	683.67	682.08
50238	Hs 578T	10049-101-1	PLX-4720	0.1	uM	1	312.5	222.17	759.67	682.08
50238	Hs 578T	10049-101-1	PLX-4720	0.31623	uM	1	312.5	222.17	756.33	682.08
50238	Hs 578T	10049-101-1	PLX-4720	1.0	uM	1	312.5	222.17	780.0	682.08
50238	Hs 578T	10049-101-1	PLX-4720	3.1623	uM	1	312.5	222.17	840.0	682.08
50238	Hs 578T	10049-101-1	PLX-4720	10.0	uM	1	312.5	222.17	699.0	682.08
50238	Hs 578T	10049-101-1	PLX-4720	19.9526	uM	1	312.5	222.17	371.33	682.08
50238	Hs 578T	10024-101-1	NVP-TAE684	0.0016596	uM	1	312.5	222.17	703.33	682.08
50238	Hs 578T	10024-101-1	NVP-TAE684	0.0033113	uM	1	312.5	222.17	693.67	682.08
50238	Hs 578T	10024-101-1	NVP-TAE684	0.01	uM	1	312.5	222.17	838.0	682.08
50238	Hs 578T	10024-101-1	NVP-TAE684	0.031623	uM	1	312.5	222.17	719.0	682.08
50238	Hs 578T	10024-101-1	NVP-TAE684	0.1	uM	1	312.5	222.17	722.0	682.08
50238	Hs 578T	10024-101-1	NVP-TAE684	0.31623	uM	1	312.5	222.17	688.0	682.08
50238	Hs 578T	10024-101-1	NVP-TAE684	1.0	uM	1	312.5	222.17	422.0	682.08
50238	Hs 578T	10024-101-1	NVP-TAE684	3.1623	uM	1	312.5	222.17	196.33	682.08
50238	Hs 578T	10024-101-1	NVP-TAE684	10.0	uM	1	312.5	222.17	134.33	682.08
50238	Hs 578T	10071-101-1	Palbociclib	0.0033113	uM	1	312.5	222.17	589.33	550.0
50238	Hs 578T	10071-101-1	Palbociclib	0.01	uM	1	312.5	222.17	574.67	550.0
50238	Hs 578T	10071-101-1	Palbociclib	0.031623	uM	1	312.5	222.17	387.67	550.0
50238	Hs 578T	10071-101-1	Palbociclib	0.1	uM	1	312.5	222.17	439.67	550.0
50238	Hs 578T	10071-101-1	Palbociclib	0.31623	uM	1	312.5	222.17	347.33	550.0
50238	Hs 578T	10071-101-1	Palbociclib	1.0	uM	1	312.5	222.17	234.67	550.0
50238	Hs 578T	10071-101-1	Palbociclib	3.1623	uM	1	312.5	222.17	240.67	550.0
50238	Hs 578T	10071-101-1	Palbociclib	10.0	uM	1	312.5	222.17	207.67	550.0
50238	Hs 578T	10071-101-1	Palbociclib	19.9526	uM	1	312.5	222.17	237.0	550.0
50238	Hs 578T	10146-101-3	Omipalisib	0.0016596	uM	1	625.0	382.17	1425.33	1678.83
50238	Hs 578T	10146-101-3	Omipalisib	0.0033113	uM	1	625.0	382.17	1340.0	1678.83
50238	Hs 578T	10146-101-3	Omipalisib	0.01	uM	1	625.0	382.17	1229.0	1678.83
50238	Hs 578T	10146-101-3	Omipalisib	0.031623	uM	1	625.0	382.17	876.33	1678.83
50238	Hs 578T	10146-101-3	Omipalisib	0.1	uM	1	625.0	382.17	658.0	1678.83
50238	Hs 578T	10146-101-3	Omipalisib	0.31623	uM	1	625.0	382.17	560.0	1678.83
50238	Hs 578T	10146-101-3	Omipalisib	1.0	uM	1	625.0	382.17	463.0	1678.83
50238	Hs 578T	10146-101-3	Omipalisib	3.1623	uM	1	625.0	382.17	421.0	1678.83
50238	Hs 578T	10146-101-3	Omipalisib	10.0	uM	1	625.0	382.17	312.67	1678.83
50238	Hs 578T	10264-999-2	Methotrexate	0.0016596	uM	1	625.0	382.17	1595.0	1678.83
50238	Hs 578T	10264-999-2	Methotrexate	0.0033113	uM	1	625.0	382.17	1679.0	1678.83
50238	Hs 578T	10264-999-2	Methotrexate	0.01	uM	1	625.0	382.17	1532.33	1678.83
50238	Hs 578T	10264-999-2	Methotrexate	0.031623	uM	1	625.0	382.17	1729.67	1678.83
50238	Hs 578T	10264-999-2	Methotrexate	0.1	uM	1	625.0	382.17	1180.67	1678.83
50238	Hs 578T	10264-999-2	Methotrexate	0.31623	uM	1	625.0	382.17	1018.67	1678.83
50238	Hs 578T	10264-999-2	Methotrexate	1.0	uM	1	625.0	382.17	1069.67	1678.83
50238	Hs 578T	10264-999-2	Methotrexate	3.1623	uM	1	625.0	382.17	957.67	1678.83
50238	Hs 578T	10264-999-2	Methotrexate	10.0	uM	1	625.0	382.17	1046.33	1678.83
50238	Hs 578T	10102-999-6	Taxol	1.6596e-4	uM	1	625.0	382.17	1605.33	1678.83
50238	Hs 578T	10102-999-6	Taxol	3.3113e-4	uM	1	625.0	382.17	1378.67	1678.83
50238	Hs 578T	10102-999-6	Taxol	0.001	uM	1	625.0	382.17	1212.0	1678.83
50238	Hs 578T	10102-999-6	Taxol	0.0031623	uM	1	625.0	382.17	927.33	1678.83
50238	Hs 578T	10102-999-6	Taxol	0.01	uM	1	625.0	382.17	589.67	1678.83
50238	Hs 578T	10102-999-6	Taxol	0.031623	uM	1	625.0	382.17	504.0	1678.83
50238	Hs 578T	10102-999-6	Taxol	0.1	uM	1	625.0	382.17	700.0	1678.83
50238	Hs 578T	10102-999-6	Taxol	0.31623	uM	1	625.0	382.17	552.0	1678.83
50238	Hs 578T	10102-999-6	Taxol	1.0	uM	1	625.0	382.17	511.33	1678.83
50238	Hs 578T	10250-999-4	Etoposide	0.0033113	uM	1	625.0	382.17	1033.67	1080.08
50238	Hs 578T	10250-999-4	Etoposide	0.01	uM	1	625.0	382.17	980.67	1080.08
50238	Hs 578T	10250-999-4	Etoposide	0.031623	uM	1	625.0	382.17	1069.0	1080.08
50238	Hs 578T	10250-999-4	Etoposide	0.1	uM	1	625.0	382.17	1219.33	1080.08
50238	Hs 578T	10250-999-4	Etoposide	0.31623	uM	1	625.0	382.17	834.0	1080.08
50238	Hs 578T	10250-999-4	Etoposide	1.0	uM	1	625.0	382.17	496.67	1080.08
50238	Hs 578T	10250-999-4	Etoposide	3.1623	uM	1	625.0	382.17	367.0	1080.08
50238	Hs 578T	10250-999-4	Etoposide	10.0	uM	1	625.0	382.17	257.33	1080.08
50238	Hs 578T	10250-999-4	Etoposide	19.9526	uM	1	625.0	382.17	293.67	1080.08
50238	Hs 578T	10099-101-1	Nilotinib	0.0033113	uM	1	625.0	382.17	1147.33	1080.08
50238	Hs 578T	10099-101-1	Nilotinib	0.01	uM	1	625.0	382.17	1105.67	1080.08
50238	Hs 578T	10099-101-1	Nilotinib	0.031623	uM	1	625.0	382.17	1194.33	1080.08
50238	Hs 578T	10099-101-1	Nilotinib	0.1	uM	1	625.0	382.17	1185.0	1080.08
50238	Hs 578T	10099-101-1	Nilotinib	0.31623	uM	1	625.0	382.17	1048.0	1080.08
50238	Hs 578T	10099-101-1	Nilotinib	1.0	uM	1	625.0	382.17	1047.0	1080.08
50238	Hs 578T	10099-101-1	Nilotinib	3.1623	uM	1	625.0	382.17	1100.0	1080.08
50238	Hs 578T	10099-101-1	Nilotinib	10.0	uM	1	625.0	382.17	861.33	1080.08
50238	Hs 578T	10099-101-1	Nilotinib	19.9526	uM	1	625.0	382.17	1875.0	1080.08
50238	Hs 578T	10049-101-1	PLX-4720	0.0033113	uM	1	625.0	382.17	1231.67	1080.08
50238	Hs 578T	10049-101-1	PLX-4720	0.01	uM	1	625.0	382.17	1084.33	1080.08
50238	Hs 578T	10049-101-1	PLX-4720	0.031623	uM	1	625.0	382.17	1040.33	1080.08
50238	Hs 578T	10049-101-1	PLX-4720	0.1	uM	1	625.0	382.17	1122.67	1080.08
50238	Hs 578T	10049-101-1	PLX-4720	0.31623	uM	1	625.0	382.17	1190.0	1080.08
50238	Hs 578T	10049-101-1	PLX-4720	1.0	uM	1	625.0	382.17	1326.33	1080.08
50238	Hs 578T	10049-101-1	PLX-4720	3.1623	uM	1	625.0	382.17	1282.0	1080.08
50238	Hs 578T	10049-101-1	PLX-4720	10.0	uM	1	625.0	382.17	837.0	1080.08
50238	Hs 578T	10049-101-1	PLX-4720	19.9526	uM	1	625.0	382.17	520.0	1080.08
50238	Hs 578T	10024-101-1	NVP-TAE684	0.0016596	uM	1	625.0	382.17	1189.33	1080.08
50238	Hs 578T	10024-101-1	NVP-TAE684	0.0033113	uM	1	625.0	382.17	1014.33	1080.08
50238	Hs 578T	10024-101-1	NVP-TAE684	0.01	uM	1	625.0	382.17	1175.33	1080.08
50238	Hs 578T	10024-101-1	NVP-TAE684	0.031623	uM	1	625.0	382.17	1165.0	1080.08
50238	Hs 578T	10024-101-1	NVP-TAE684	0.1	uM	1	625.0	382.17	986.0	1080.08
50238	Hs 578T	10024-101-1	NVP-TAE684	0.31623	uM	1	625.0	382.17	953.0	1080.08
50238	Hs 578T	10024-101-1	NVP-TAE684	1.0	uM	1	625.0	382.17	673.33	1080.08
50238	Hs 578T	10024-101-1	NVP-TAE684	3.1623	uM	1	625.0	382.17	270.33	1080.08
50238	Hs 578T	10024-101-1	NVP-TAE684	10.0	uM	1	625.0	382.17	166.33	1080.08
50238	Hs 578T	10071-101-1	Palbociclib	0.0033113	uM	1	625.0	382.17	1440.67	1678.83
50238	Hs 578T	10071-101-1	Palbociclib	0.01	uM	1	625.0	382.17	1421.33	1678.83
50238	Hs 578T	10071-101-1	Palbociclib	0.031623	uM	1	625.0	382.17	1226.33	1678.83
50238	Hs 578T	10071-101-1	Palbociclib	0.1	uM	1	625.0	382.17	1515.67	1678.83
50238	Hs 578T	10071-101-1	Palbociclib	0.31623	uM	1	625.0	382.17	994.67	1678.83
50238	Hs 578T	10071-101-1	Palbociclib	1.0	uM	1	625.0	382.17	706.67	1678.83
50238	Hs 578T	10071-101-1	Palbociclib	3.1623	uM	1	625.0	382.17	682.67	1678.83
50238	Hs 578T	10071-101-1	Palbociclib	10.0	uM	1	625.0	382.17	747.0	1678.83
50238	Hs 578T	10071-101-1	Palbociclib	19.9526	uM	1	625.0	382.17	736.33	1678.83
50238	Hs 578T	10146-101-3	Omipalisib	0.0016596	uM	1	1250.0	718.46	2046.67	2335.33
50238	Hs 578T	10146-101-3	Omipalisib	0.0033113	uM	1	1250.0	718.46	2026.33	2335.33
50238	Hs 578T	10146-101-3	Omipalisib	0.01	uM	1	1250.0	718.46	1741.33	2335.33
50238	Hs 578T	10146-101-3	Omipalisib	0.031623	uM	1	1250.0	718.46	1338.33	2335.33
50238	Hs 578T	10146-101-3	Omipalisib	0.1	uM	1	1250.0	718.46	1133.33	2335.33
50238	Hs 578T	10146-101-3	Omipalisib	0.31623	uM	1	1250.0	718.46	1051.67	2335.33
50238	Hs 578T	10146-101-3	Omipalisib	1.0	uM	1	1250.0	718.46	921.0	2335.33
50238	Hs 578T	10146-101-3	Omipalisib	3.1623	uM	1	1250.0	718.46	791.67	2335.33
50238	Hs 578T	10146-101-3	Omipalisib	10.0	uM	1	1250.0	718.46	672.67	2335.33
50238	Hs 578T	10264-999-2	Methotrexate	0.0016596	uM	1	1250.0	718.46	2279.67	2335.33
50238	Hs 578T	10264-999-2	Methotrexate	0.0033113	uM	1	1250.0	718.46	2438.33	2335.33
50238	Hs 578T	10264-999-2	Methotrexate	0.01	uM	1	1250.0	718.46	2311.33	2335.33
50238	Hs 578T	10264-999-2	Methotrexate	0.031623	uM	1	1250.0	718.46	2345.33	2335.33
50238	Hs 578T	10264-999-2	Methotrexate	0.1	uM	1	1250.0	718.46	1873.0	2335.33
50238	Hs 578T	10264-999-2	Methotrexate	0.31623	uM	1	1250.0	718.46	1647.33	2335.33
50238	Hs 578T	10264-999-2	Methotrexate	1.0	uM	1	1250.0	718.46	1557.67	2335.33
50238	Hs 578T	10264-999-2	Methotrexate	3.1623	uM	1	1250.0	718.46	1629.67	2335.33
50238	Hs 578T	10264-999-2	Methotrexate	10.0	uM	1	1250.0	718.46	1574.67	2335.33
50238	Hs 578T	10102-999-6	Taxol	1.6596e-4	uM	1	1250.0	718.46	2318.33	2335.33
50238	Hs 578T	10102-999-6	Taxol	3.3113e-4	uM	1	1250.0	718.46	2222.33	2335.33
50238	Hs 578T	10102-999-6	Taxol	0.001	uM	1	1250.0	718.46	1920.33	2335.33
50238	Hs 578T	10102-999-6	Taxol	0.0031623	uM	1	1250.0	718.46	1767.33	2335.33
50238	Hs 578T	10102-999-6	Taxol	0.01	uM	1	1250.0	718.46	1082.33	2335.33
50238	Hs 578T	10102-999-6	Taxol	0.031623	uM	1	1250.0	718.46	978.0	2335.33
50238	Hs 578T	10102-999-6	Taxol	0.1	uM	1	1250.0	718.46	982.33	2335.33
50238	Hs 578T	10102-999-6	Taxol	0.31623	uM	1	1250.0	718.46	1013.67	2335.33
50238	Hs 578T	10102-999-6	Taxol	1.0	uM	1	1250.0	718.46	1038.67	2335.33
50238	Hs 578T	10250-999-4	Etoposide	0.0033113	uM	1	1250.0	718.46	2174.33	2178.67
50238	Hs 578T	10250-999-4	Etoposide	0.01	uM	1	1250.0	718.46	2206.0	2178.67
50238	Hs 578T	10250-999-4	Etoposide	0.031623	uM	1	1250.0	718.46	2127.67	2178.67
50238	Hs 578T	10250-999-4	Etoposide	0.1	uM	1	1250.0	718.46	2150.0	2178.67
50238	Hs 578T	10250-999-4	Etoposide	0.31623	uM	1	1250.0	718.46	1788.0	2178.67
50238	Hs 578T	10250-999-4	Etoposide	1.0	uM	1	1250.0	718.46	1025.0	2178.67
50238	Hs 578T	10250-999-4	Etoposide	3.1623	uM	1	1250.0	718.46	914.0	2178.67
50238	Hs 578T	10250-999-4	Etoposide	10.0	uM	1	1250.0	718.46	626.67	2178.67
50238	Hs 578T	10250-999-4	Etoposide	19.9526	uM	1	1250.0	718.46	919.0	2178.67
50238	Hs 578T	10099-101-1	Nilotinib	0.0033113	uM	1	1250.0	718.46	2251.0	2178.67
50238	Hs 578T	10099-101-1	Nilotinib	0.01	uM	1	1250.0	718.46	2471.33	2178.67
50238	Hs 578T	10099-101-1	Nilotinib	0.031623	uM	1	1250.0	718.46	2388.33	2178.67
50238	Hs 578T	10099-101-1	Nilotinib	0.1	uM	1	1250.0	718.46	2474.33	2178.67
50238	Hs 578T	10099-101-1	Nilotinib	0.31623	uM	1	1250.0	718.46	2394.0	2178.67
50238	Hs 578T	10099-101-1	Nilotinib	1.0	uM	1	1250.0	718.46	2359.67	2178.67
50238	Hs 578T	10099-101-1	Nilotinib	3.1623	uM	1	1250.0	718.46	2252.67	2178.67
50238	Hs 578T	10099-101-1	Nilotinib	10.0	uM	1	1250.0	718.46	1348.0	2178.67
50238	Hs 578T	10099-101-1	Nilotinib	19.9526	uM	1	1250.0	718.46	1965.33	2178.67
50238	Hs 578T	10049-101-1	PLX-4720	0.0033113	uM	1	1250.0	718.46	2273.33	2178.67
50238	Hs 578T	10049-101-1	PLX-4720	0.01	uM	1	1250.0	718.46	2406.0	2178.67
50238	Hs 578T	10049-101-1	PLX-4720	0.031623	uM	1	1250.0	718.46	2174.33	2178.67
50238	Hs 578T	10049-101-1	PLX-4720	0.1	uM	1	1250.0	718.46	2328.67	2178.67
50238	Hs 578T	10049-101-1	PLX-4720	0.31623	uM	1	1250.0	718.46	2390.0	2178.67
50238	Hs 578T	10049-101-1	PLX-4720	1.0	uM	1	1250.0	718.46	2607.0	2178.67
50238	Hs 578T	10049-101-1	PLX-4720	3.1623	uM	1	1250.0	718.46	2524.0	2178.67
50238	Hs 578T	10049-101-1	PLX-4720	10.0	uM	1	1250.0	718.46	1876.0	2178.67
50238	Hs 578T	10049-101-1	PLX-4720	19.9526	uM	1	1250.0	718.46	1232.67	2178.67
50238	Hs 578T	10024-101-1	NVP-TAE684	0.0016596	uM	1	1250.0	718.46	2180.0	2178.67
50238	Hs 578T	10024-101-1	NVP-TAE684	0.0033113	uM	1	1250.0	718.46	2224.67	2178.67
