cell_line	drug	fit_GR	fit_rel_cell	experiment	concentration_points	ctrl_cell_doublings	GR50	GRmax	GR_AOC	GEC50	GRinf	h_GR	r2_GR	pval_GR	flat_fit_GR	IC50	Emax	AUC	EC50	Einf	h	r2_rel_cell	pval_rel_cell	flat_fit_rel_cell
BT-20	Barasertib	sigmoid	sigmoid	BT-20 Barasertib	6	1.7198827981153355	0.2228259377815642	-0.025534564507644093	0.6571813165338778	0.28301512364902565	-0.08809546512756362	0.6786900878790675	0.8675402503889926	9.477012165219183e-8	NA	0.5360960946033817	0.2922212855407012	0.5169135425948035	0.1813513436410541	0.27482505198608354	0.7359971107048856	0.8946990359827748	1.511676204792947e-8	NA
BT-20	BI-2536	flat	flat	BT-20 BI-2536	6	1.6667220602027366	-Inf	-0.14308049932963615	1.1726075643088656	0	-0.14308049932963615	0.01	-1.3026468792531887e-11	1	-0.16984952134382184	-Inf	0.24565119280740427	0.23247251921886927	0	0.24565119280740427	0.01	-2.4539263954181934e-9	1	0.23371013671044474
BT-20	BMS345541	sigmoid	sigmoid	BT-20 BMS345541	6	1.6667220602027366	5.2528515918453476	-0.006938331571601323	0.18956978752558404	10.047215126726194	-1	1.6940184217486607	0.9173534956185423	2.176686656324901e-9	NA	6.784734592432426	0.3172928413798103	0.8591579870988817	6.784734592432426	0	1.7866507250126504	0.8971171573957604	1.2552887618946925e-8	NA
BT-20	Brivanib	sigmoid	sigmoid	BT-20 Brivanib	6	1.7198827981153355	786.0209161970171	0.7980499900947821	0.07617614212231842	145.24097489893975	0.2604890700834769	0.4358721887820311	0.5924388599907733	7.612760147586517e-4	NA	1e3	0.8334650626906392	0.9353213102260591	1e3	0	0.3853992123090064	0.5817585290351279	9.363037151358977e-4	NA
BT-20	Buparlisib	sigmoid	sigmoid	BT-20 Buparlisib	6	1.7198827981153355	0.3811429087779206	-0.3459072423857001	0.7072070687167663	0.5538881201582122	-0.3590893063206392	1.4480516090293878	0.9788572103688258	3.992990794735943e-14	NA	0.5293410806910857	0.14720788854592465	0.5151200522179066	0.4230186949200757	0.14581031568373568	1.5376893340086366	0.9805720280708086	2.0296433886599864e-14	NA
BT-20	BX-912	sigmoid	sigmoid	BT-20 BX-912	6	1.7198827981153355	7.823166893408457	0.35487212773742055	0.14210642534229886	17.087189884828337	-1	1.406242436669527	0.8584917027742018	1.607885952404365e-7	NA	10.582509658775772	0.5153223852024127	0.8864225908310013	10.582509658775772	0	1.4932064060741999	0.8461996728163148	3.130819822297634e-7	NA
BT-20	Canertinib	sigmoid	sigmoid	BT-20 Canertinib	6	1.6667220602027366	4.257809998747732	-0.1286994230637193	0.27540308630594484	8.765856621390405	-1	1.5213933473659007	0.9018143098580842	8.637450605550974e-9	NA	5.658691057178656	0.25263048297714463	0.7940635888007808	5.658691057178656	0	1.4655698557614232	0.842525865622647	3.781584750474568e-7	NA
BT-20	Celastrol	sigmoid	sigmoid	BT-20 Celastrol	6	1.6667220602027366	0.83064664131786	-0.40746412271694493	0.5363842238525428	1.0946590326245447	-0.4036076587408414	2.144205136221057	0.9239809387088659	1.1152699993760626e-9	NA	1.0956993109847903	0.13373994311742862	0.6525068557457521	0.949962151082096	0.13654967645074337	2.234810867553104	0.9163653917029408	2.393801957668401e-9	NA
BT-20	CGP60474	sigmoid	sigmoid	BT-20 CGP60474	6	1.6933024291590362	0.028779213684277254	-0.4284594276874078	1.2478274881466136	0.039847140597992325	-0.3659626683526229	1.6878866337026628	0.4542268233460336	3.3822615292565205e-5	NA	0.04448737590649609	0.12278769910703148	0.2070405326944453	0.03747030207729731	0.14904708984033746	2.061998535659438	0.4815150630357494	1.4142117595041858e-5	NA
BT-20	CHIR-99021	flat	flat	BT-20 CHIR-99021	6	1.6667220602027366	Inf	0.8747827501516342	0.04028683521164975	0	0.8747827501516342	0.01	-0.0071934860488984675	1	0.9489799530828347	Inf	0.8959832784226291	0.9663439934939131	0	0.8959832784226291	0.01	-0.005673107328036053	1	0.9576702840898218
BT-20	CP466722	sigmoid	sigmoid	BT-20 CP466722	6	1.7198827981153355	Inf	0.5882885000738963	0.030503304873510086	5.0637664015154895	0.5745827788046871	5	0.7877226523662556	4.12315081451964e-6	NA	Inf	0.6735964907935614	0.9764994564272711	4.940737019005328	0.6639854989715126	5	0.7778647680112429	5.928428220065405e-6	NA
BT-20	CP724714	sigmoid	sigmoid	BT-20 CP724714	6	1.7198827981153355	14.157415521335427	0.5346304713947143	0.17653509588445607	113.98443175783908	-0.8718046314394544	0.4838733421896458	0.9050743555568466	6.59277772399291e-9	NA	38.85600264708322	0.6342277265807048	0.8550392686389833	38.85600264708322	0	0.4819768025528063	0.8827012841448817	3.583818946502408e-8	NA
BT-20	Crizotinib	sigmoid	sigmoid	BT-20 Crizotinib	6	1.7198827981153355	2.2678198553655418	-0.0462980960588563	0.34941986754793725	9.471337181747144	-1	0.7685553244146476	0.9170037058926402	2.2514878515169196e-9	NA	3.859902993355245	0.28066074604382574	0.7340279323535928	3.859902993355245	0	0.8028479109212465	0.8901633096934994	2.1182611598952932e-8	NA
BT-20	Dactolisib	flat	sigmoid	BT-20 Dactolisib	6	1.7198827981153355	-Inf	0.05516334429177938	0.901867571285422	0	0.05516334429177938	0.01	0.25472333594713514	0.09517879085304501	0.11144309513237585	0.02777820268886075	0.33361443051917794	0.3585343009637475	0.011446844819815992	0.34156847902859194	1.296375657014979	0.4493229989646258	0.008456205115941797	NA
BT-20	Dasatinib	sigmoid	sigmoid	BT-20 Dasatinib	6	1.6933024291590362	0.06714898417938224	-0.16162337161599968	0.8752315752274561	0.09488303748107624	-0.16151667532560532	0.8096669634286668	0.7816208459025605	5.8423833471245985e-12	NA	0.14362662874228205	0.23115481538015914	0.39016022226651464	0.06938414848957822	0.23637120364249675	0.8797449737088945	0.7588252088499114	3.159675545121042e-11	NA
BT-20	Dovitinib	sigmoid	sigmoid	BT-20 Dovitinib	6	1.7198827981153355	0.26310484137872436	0.15637516982284513	0.5790544781358022	0.17749843258957243	0.15987906411726485	0.9789528610443793	0.9020081926747158	8.50194207426915e-9	NA	0.6883344567620376	0.3919681111468205	0.5643621697775478	0.14533276070563725	0.3943067027117707	0.9992398553408722	0.8892676322362749	2.2604592976624987e-8	NA
BT-20	Enzastaurin	flat	flat	BT-20 Enzastaurin	6	1.7198827981153355	Inf	1.1341270769888785	-0.08105386114594218	0	1.1341270769888785	0.01	-1.0599990865669313	1	1.0847247807713096	Inf	1.1196603705556343	1.0728309640621436	0	1.1196603705556343	0.01	-1.1045391047923765	1	1.0762329289661035
BT-20	Erlotinib	sigmoid	sigmoid	BT-20 Erlotinib	6	1.7198827981153355	22.309643686148885	0.5477596403700884	0.16462141404702252	121.07483350058233	-0.5634971245278454	0.4462069259349938	0.5909349168191971	7.840419243252948e-4	NA	123.7205263472843	0.6449001064470419	0.8633706371108055	123.7205263472843	0	0.3642261922493606	0.5579808233975463	0.0014572326385743437	NA
BT-20	Fedratinib	sigmoid	sigmoid	BT-20 Fedratinib	6	1.7198827981153355	3.8810827867112963	-0.14033319482768788	0.23798298150527405	8.419251706994748	-1	1.4186501607240691	0.9724125762076453	3.354974099811747e-13	NA	5.081576002208071	0.23664223105500332	0.822213140391081	5.081576002208071	0	1.4833278001167516	0.9674101841208474	1.2724925691343523e-12	NA
BT-20	Foretinib	sigmoid	sigmoid	BT-20 Foretinib	6	1.7198827981153355	0.22827834350642104	-0.12385468241216487	0.7077479716228965	0.2420916657456148	-0.06676495276341045	2.1333612848726666	0.9307690309235014	5.277196750348834e-10	NA	0.30942518611225267	0.24333298902678632	0.5030081347370317	0.21729789960124363	0.2729877404731686	2.234009102433615	0.9574194465504332	1.0806633322620446e-11	NA
BT-20	GDC-0980	sigmoid	sigmoid	BT-20 GDC-0980	6	1.7198827981153355	0.02195352780351481	-0.1962157692879227	1.0491773480038384	0.03101960138443397	-0.18896693214515264	0.9273737242732826	0.8642214525287336	1.1551789514866473e-7	NA	0.0016717006349086874	0.20907587813173667	0.28414767923302586	4e-4	0.12460638763568564	0.20042412378845983	0.5400587026675323	0.0020027154443942184	NA
BT-20	Gefitinib	sigmoid	sigmoid	BT-20 Gefitinib	6	1.6667220602027366	62.028022185111865	0.7619041677348154	0.08059571006903012	141.02962715262825	-0.2989835786628385	0.5706617675285903	0.5639026287763329	0.001308180738017629	NA	144.66086383014166	0.8081424759992786	0.9331643428039561	144.66086383014166	0	0.5469205939218268	0.5396544195913628	0.0020168417556846287	NA
BT-20	Geldanamycin	sigmoid	sigmoid	BT-20 Geldanamycin	6	1.6933024291590362	0.032899310466460156	-0.2338021654717982	1.0379662840317492	0.03327483490438692	-0.02919480557981016	5	0.44412682175415596	4.61941760981223e-5	NA	0.0017468582044281515	0.1987572878241776	0.2940683265068211	4e-4	0.12511146966798892	0.19535818106916544	0.5942245023858702	2.192092737208673e-7	NA
BT-20	GSK 690693	sigmoid	sigmoid	BT-20 GSK 690693	6	1.7198827981153355	1.6510088100699853	0.37086014730937583	0.4019030429702869	0.43260211246453784	0.2564180814929637	0.5369538084723202	0.8606124675855265	1.4249231377255956e-7	NA	21.409252107967827	0.5228043206562738	0.6837766531766538	0.33014278317194024	0.4454716407722443	0.5311262984281532	0.8278182368059237	7.724977203786926e-7	NA
BT-20	GSK1059615	sigmoid	sigmoid	BT-20 GSK1059615	6	1.6933024291590362	0.18372442795714392	-0.438371191431893	0.8961502205100963	0.29865326733880865	-0.4346857349892057	1.2876546837829819	0.9579937877308218	3.947570411370725e-24	NA	0.2696369099473648	0.117677319975629	0.4053556410457647	0.21994601358694937	0.12153183827297215	1.3671288182231234	0.9556057603410681	1.0105378335018613e-23	NA
BT-20	GSK1904529A	flat	flat	BT-20 GSK1904529A	6	1.6667220602027366	Inf	0.9607005908515637	0.07490792424294858	0	0.9607005908515637	0.01	-0.12645501908856716	1	0.9226585377231956	Inf	0.9666863478274439	0.9384386551035223	0	0.9666863478274439	0.01	-0.12837113561632374	1	0.9368798040052314
BT-20	GW843682X	sigmoid	sigmoid	BT-20 GW843682X	6	1.6667220602027366	0.18524871782581342	-0.12448696681757783	0.7530584525166713	0.22005341656451116	-0.11082021972442564	1.1627661176573743	0.8274234345305442	7.867822853120127e-7	NA	0.33618484560626255	0.25307275713212735	0.475672896001736	0.17537713086385345	0.26173617959760836	1.1390870916410598	0.8339993893019424	5.766037813061405e-7	NA
BT-20	HG-5-113-01	sigmoid	sigmoid	BT-20 HG-5-113-01	6	1.7198827981153355	1.6023323978164696	-0.15704055048678278	0.4053470788134039	6.934561032903142	-1	0.7498765987992624	0.9798635751957587	2.703080111842002e-14	NA	2.6666401505930675	0.22749869153526933	0.6972944931044165	2.6666401505930675	0	0.8155026453310691	0.9863867404409353	1.1794974357377214e-15	NA
BT-20	HG-5-88-01	sigmoid	sigmoid	BT-20 HG-5-88-01	6	1.6667220602027366	8.387154259520303	0.4057610848552394	0.16585072601067505	23.344995671112155	-1	1.0731975094500594	0.5897187347707175	8.028852676786087e-4	NA	13.38615363797264	0.5559157106028069	0.8698276210706807	13.38615363797264	0	1.0818985491994373	0.5327351919214764	0.002272503641862216	NA
BT-20	HG-6-64-01	sigmoid	sigmoid	BT-20 HG-6-64-01	6	1.6667220602027366	1.9478696231245325	-0.16922253115365607	0.3626211459113202	6.914789040063294	-1	0.8671478288924579	0.8862118692195906	2.810448981798447e-8	NA	3.1535484909708935	0.23814580637189944	0.7360206959863356	3.1535484909708935	0	0.9401298686049938	0.8534152778648327	2.1316194035982214e-7	NA
BT-20	Imatinib	flat	flat	BT-20 Imatinib	6	1.6667220602027366	Inf	0.9809780775593044	-0.002108880774104028	0	0.9809780775593044	0.01	0.04253235658196175	0.7063059275639303	1.0005600213963968	Inf	0.9827005888408687	1.0025825742548637	0	0.9827005888408687	0.01	0.048689872189078276	0.6707751464496773	1.001120036358197
BT-20	JNK-9L	sigmoid	sigmoid	BT-20 JNK-9L	6	1.6667220602027366	0.455028873813597	-0.22051166092815458	0.6147891419084378	1.1578723323548266	-0.4757923016525684	0.7159068862578905	0.8273588941304062	7.891393033608037e-7	NA	1.0028377706489593	0.20882001685552165	0.5661558391543643	0.8224036003838343	0.0636775889097451	0.6867724994893594	0.7963643732995034	2.956855437395447e-6	NA
BT-20	JW-7-24-1	sigmoid	sigmoid	BT-20 JW-7-24-1	6	1.6667220602027366	3.1108887294957266	-0.031126403110783112	0.3098114040674517	11.039821912445184	-1	0.867370827759651	0.7561337002706359	1.2508761409929153e-5	NA	5.601771423747109	0.3032229708080439	0.7662175792014603	5.601771423747109	0	0.7606454458616679	0.6847231144772903	9.761960666664013e-5	NA
BT-20	KIN001-043	sigmoid	sigmoid	BT-20 KIN001-043	6	1.6667220602027366	9.695101306976918	0.47093630230707045	0.0939871574162409	15.247134141930426	-1	2.4264202433774544	0.7664685155510291	8.846337809886588e-6	NA	11.774910455167742	0.6014266084419442	0.9277293745344424	11.774910455167742	0	2.5258135939923103	0.7576598389573412	1.1896059761249105e-5	NA
BT-20	Lapatinib	flat	flat	BT-20 Lapatinib	6	1.6667220602027366	Inf	0.7490701120698494	0.06507906855776971	0	0.7490701120698494	0.01	0.24188931399577784	0.10910909322675402	0.9128507456749121	Inf	0.7985532389598866	0.945701622333142	0	0.7985532389598866	0.01	0.15616481957961725	0.25707569649876216	0.9281357858526896
BT-20	LDN-193189	sigmoid	sigmoid	BT-20 LDN-193189	6	1.7198827981153355	1.4158037106424366	-0.5055156380775667	0.4709543630018632	2.292853521399015	-0.6334328478595741	1.6975700844025978	0.9399582829185334	1.6889812568926647e-10	NA	1.9069801296005238	0.0933630402215481	0.6796177647780239	1.8386659767159033	0.028847043967461485	1.6289559949262797	0.9368505147031488	2.5290564393595606e-10	NA
BT-20	Linifanib	sigmoid	sigmoid	BT-20 Linifanib	6	1.6667220602027366	10.247504066630789	0.5441851599120158	-0.014390081962971216	12.765632869637809	-1	5	0.6308429642962673	3.448968277464583e-4	NA	11.386965888562719	0.6566029568093495	1.0159031295981993	11.386965888562719	0	5	0.6200722161466696	4.34118641154446e-4	NA
BT-20	Linsitinib	flat	flat	BT-20 Linsitinib	6	1.7198827981153355	Inf	0.7967188187652045	0.10259457311024771	0	0.7967188187652045	0.01	0.04754641984602892	0.6772523938758622	0.8842799192976535	Inf	0.8311009803192925	0.9133076028087366	0	0.8311009803192925	0.01	0.049274801650823874	0.6674827369009242	0.9026647942902271
BT-20	Luminespib	flat	flat	BT-20 Luminespib	6	1.7198827981153355	-Inf	-0.040108368982670894	1.0369193242452948	0	-0.040108368982670894	0.01	-0.4167227744374489	1	-0.03482312497034332	-Inf	0.2847111965817016	0.2864716541681459	0	0.2847111965817016	0.01	-2.275105198035199e-5	1	0.28754651094805556
BT-20	Mitoxantrone	sigmoid	sigmoid	BT-20 Mitoxantrone	6	1.6933024291590362	0.004300585235092702	-0.4597797477784766	1.118682494343376	0.0792167175619135	-0.7319986684486195	0.30952623976746674	0.7556497967864114	3.946535168541268e-11	NA	0.02307131039819777	0.11617617950345593	0.2589477212055238	0.014973014519987513	0.08477149897062425	0.42970575517093695	0.8011898563776507	1.1842820964967866e-12	NA
BT-20	MK2206	sigmoid	sigmoid	BT-20 MK2206	6	1.6667220602027366	1.9680954626303666	0.08044620297235712	0.36988622169565644	14.81780861725824	-1	0.5442006073022646	0.7790333372513203	5.6834762927356285e-6	NA	4.480568675937518	0.36807477460628024	0.7213568011160962	4.480568675937518	0	0.5761833093147652	0.7591041942225732	1.1340544542429147e-5	NA
BT-20	Momelotinib	sigmoid	sigmoid	BT-20 Momelotinib	6	1.7198827981153355	3.2112192275360836	0.06380363926468191	0.29338713632916263	13.464827976447353	-1	0.7664218597499484	0.9237144271007542	1.1469362963820338e-9	NA	5.658521723614862	0.33959948819565744	0.7708746873367444	5.658521723614862	0	0.7555425770251974	0.8997711665828614	1.0184539675827325e-8	NA
BT-20	Neratinib	sigmoid	sigmoid	BT-20 Neratinib	6	1.7198827981153355	1.3292085769115338	0.3024144635928682	0.4508811105268808	159.67124965644456	-1	0.22942563400138125	0.7530776097609941	1.3819227888891952e-5	NA	8.09505967825038	0.48000514175517384	0.648095721772979	8.09505967825038	0	0.24674605542524017	0.7039487812869514	5.9011251581155995e-5	NA
BT-20	Nilotinib	sigmoid	sigmoid	BT-20 Nilotinib	6	1.7198827981153355	8.087030617709242	0.01832715960192784	0.09203460024488021	10.074264250098393	-1	5	0.9845429287880179	3.2584995254295838e-15	NA	8.563640870064239	0.31492855448598045	0.9361588334325508	8.563640870064239	0	5	0.9846025350866802	3.1593212235743532e-15	NA
BT-20	Nintedanib	sigmoid	sigmoid	BT-20 Nintedanib	6	1.6667220602027366	10.78242931023583	0.5084225970464605	0.16591534404167507	5.829917078919014	0.19380900202029838	0.7975068455129546	0.8021075577308974	2.3519802290273336e-6	NA	53.4348784868483	0.624812631264632	0.8691283126742895	4.520680410226899	0.43256071996902024	0.8111505019285885	0.7795275075262365	5.582584367436303e-6	NA
BT-20	NU7441	sigmoid	sigmoid	BT-20 NU7441	6	1.7198827981153355	7.324542902890882	0.26544891716922964	0.10160262312688562	13.596623195377996	-1	1.7759922009351456	0.9313496998482054	4.933322683499685e-10	NA	9.16663260608097	0.4576023626284221	0.9228916794182347	9.16663260608097	0	1.9059176363072274	0.9208488792859917	1.5404817155998926e-9	NA
BT-20	NVP-AEW541	sigmoid	sigmoid	BT-20 NVP-AEW541	6	1.7198827981153355	13.494383421565995	0.8612106622671107	-0.00664583834803412	16.81037093927947	-1	5	0.5865304386700775	8.54177930868668e-4	NA	14.994995807579564	0.8833367573206403	1.0057120480471755	14.994995807579564	0	5	0.5748105060996687	0.0010682187563106147	NA
BT-20	NVP-TAE684	sigmoid	sigmoid	BT-20 NVP-TAE684	6	1.6667220602027366	3.081769855922624	0.13331317879429352	0.27693055587933646	3.7738651379449895	-0.139830142206056	1.217176372360246	0.7280471563583727	2.991912130471864e-5	NA	5.6518905457449184	0.3960537780270882	0.7934521418786156	3.8737522536811166	0.16515488080546456	1.061343496320489	0.7035614923530693	5.963166641560023e-5	NA
BT-20	Omipalisib	flat	sigmoid	BT-20 Omipalisib	6	1.6667220602027366	-Inf	-0.36695133061737056	1.2393923814254735	0	-0.36695133061737056	0.01	4.226663463668956e-10	0.9999999966186695	-0.23781438770037516	9.443168316627214e-4	0.14949477866594477	0.20274342910505466	4e-4	0.12522670925349494	0.3356085640414488	0.5533422424834029	0.001584160022953628	NA
BT-20	OSI-027	sigmoid	sigmoid	BT-20 OSI-027	6	1.6667220602027366	0.9010692402414828	0.14549046775428476	0.43938826890642446	0.7327344226185545	0.07741515447585887	0.8134373525171925	0.9215656820132088	1.4323494858441386e-9	NA	2.4884626705500836	0.3957285243517638	0.6701897388853306	0.4932614888617412	0.382625992661326	0.895489166881798	0.8980870603563321	1.1636828416759277e-8	NA
BT-20	Palbociclib	sigmoid	sigmoid	BT-20 Palbociclib	6	1.6667220602027366	0.15700418520362686	0.19637263006181604	0.6112886667020954	0.08185773350555542	0.1491438059532431	0.5438926392380972	0.8001386196237207	2.5458397368370024e-6	NA	1.0554346918630886	0.42524862861644863	0.5477492847835465	0.05843097053760206	0.3978535048196903	0.5488168163064543	0.7257778298915964	3.197573286952451e-5	NA
BT-20	PD0325901	sigmoid	sigmoid	BT-20 PD0325901	6	1.6933024291590362	6.322762914787724	0.4430854088464505	0.2681236268145989	13.83130853752044	-0.2170882462235525	0.46065499170489577	0.7909988777239396	2.7702981284344827e-12	NA	20.28431728147397	0.5758277679571743	0.7872183563537417	12.874683039639287	0.09043057163755541	0.43886527781797247	0.7549798519902591	4.1345720443015876e-11	NA
BT-20	PD173074	flat	flat	BT-20 PD173074	6	1.6667220602027366	Inf	0.8527668962106175	-0.09040804513629826	0	0.8527668962106175	0.01	-0.09620807872355064	1	1.0712314957932303	Inf	0.8870684387264871	1.0789142638697504	0	0.8870684387264871	0.01	-0.1894932857864673	1	1.063327229160173
BT-20	PD184352	sigmoid	sigmoid	BT-20 PD184352	6	1.7198827981153355	8.33272797284724	0.289200602554555	0.07156737374684254	12.409740744799521	-1	2.7583168865318934	0.9421198955456039	1.259605213879609e-10	NA	9.65715656108648	0.47481384150471734	0.947260490896884	9.65715656108648	0	2.8821577603813062	0.9623008071457301	4.079964797279766e-12	NA
BT-20	Pelitinib	sigmoid	sigmoid	BT-20 Pelitinib	6	1.7198827981153355	2.716612451936128	-0.24094958217811546	0.33933623822225795	7.57719794879927	-1	1.0710250550124176	0.883052738915714	3.498810654647081e-8	NA	3.953556511938789	0.19049107447632335	0.744286388196813	3.953556511938789	0	0.8847074146648469	0.8527752703305578	2.2072225498162474e-7	NA
BT-20	PF431396	sigmoid	sigmoid	BT-20 PF431396	6	1.7198827981153355	0.30645682824007325	-0.1891181850012762	0.6598044722125981	0.4198135339041209	-0.18273569505013873	0.9897245065855877	0.9242944738983264	1.0789980375407846e-9	NA	0.5218246533603264	0.2165623754618254	0.5254706221685839	0.2947073039263208	0.23154307678494757	1.0885075366589616	0.9568271411477595	1.2069421775729239e-11	NA
BT-20	PF477736	sigmoid	sigmoid	BT-20 PF477736	6	1.7198827981153355	6.088368462462068	0.12863527501743255	0.168730363379964	11.71926829151807	-1	1.6776440844447567	0.929985667935837	5.774250226159952e-10	NA	7.689723298058784	0.3771341948595601	0.8696811046230497	7.689723298058784	0	1.8313465327647622	0.9328850978620211	4.116723420208102e-10	NA
BT-20	PF562271	sigmoid	sigmoid	BT-20 PF562271	6	1.6667220602027366	1.4248021001791908	-0.21093907371978413	0.4312323980936659	5.785707616898963	-1	0.7839627620173225	0.9654232063222246	2.043044131186593e-12	NA	2.416165372406295	0.21304856002538247	0.6877012774788754	2.416165372406295	0	0.8670492295507158	0.9506435441207359	3.5216949564804647e-11	NA
BT-20	PHA-665752	sigmoid	sigmoid	BT-20 PHA-665752	6	1.7198827981153355	8.303935586211777	0.22164301464196157	0.08237999044319047	11.380842906198703	-1	3.485423785254501	0.8053844538572658	2.057880891823996e-6	NA	9.470558611108263	0.4509616787823202	0.9415761673159292	9.470558611108263	0	3.6151637299539705	0.8361047481013428	5.206321423967396e-7	NA
BT-20	PHA-793887	sigmoid	sigmoid	BT-20 PHA-793887	6	1.6667220602027366	0.059668562243021535	-0.21806230876738653	0.805366701399639	2.5633817507294014	-1	0.2921625664319312	0.9098972149606166	4.344159079524745e-9	NA	0.25790112109199953	0.21044358067331548	0.4331104136928518	0.25790112109199953	0	0.33442647777370077	0.8794669315844774	4.455020434739509e-8	NA
BT-20	PI103	sigmoid	sigmoid	BT-20 PI103	6	1.6667220602027366	0.25694830411928277	-0.11466473577125713	0.6906193262927606	0.30352504374114486	-0.11395957821665031	1.2324987544518229	0.8665187554171978	1.0077712836222173e-7	NA	0.4424133054753076	0.25762393506682046	0.5166667389381758	0.2485921284388867	0.2609708955987562	1.2803314964688732	0.8401634157565866	4.259999222154176e-7	NA
BT-20	Pictilisib	sigmoid	sigmoid	BT-20 Pictilisib	6	1.6667220602027366	0.3168906764828348	-0.05456710025570192	0.6283375339525887	1.0107444381750372	-0.4038242018610563	0.5104182655711055	0.8900625416282711	2.1338581149835363e-8	NA	0.9516120667503402	0.2879055729981553	0.5464807494237254	0.6548522792195024	0.08341611830474241	0.4883514282108489	0.8533152797160543	2.1432805171745722e-7	NA
BT-20	PIK-93	sigmoid	sigmoid	BT-20 PIK-93	6	1.7198827981153355	5.0022183391027495	0.0955484694618085	0.12947859119525995	5.353355324335304	-0.09283689803642702	2.510408037476517	0.9855747863269766	1.874899696577311e-15	NA	6.45402964369045	0.355893467911989	0.90348767014868	4.921441105592763	0.24339233807727428	2.4605373979445324	0.9813385946214079	1.4708039131811937e-14	NA
