CellHMSLINCSID	CellName	SmallMoleculeHMSLINCSID	SmallMoleculeName	SmallMolConcUnit	Replicate	SeedingDensity	GR50	GRmax	GR_AOC	GEC50	GRinf	h_GR	r2_GR	pval_GR
50029	MCF7	10071-101-1	Palbociclib	uM	1	156.25	Inf	1.10340649664114	0.375170450622058	0	0.922704792000044	0.01	-4.74953409934642e-13	0.989548086985509
50029	MCF7	10071-101-1	Palbociclib	uM	1	312.5	0.0823736430198805	0.411254147451261	0.416734274978761	0.0333854302682411	0.435888662098487	2.2742580064303	0.810734963601819	0.00294948623805047
50029	MCF7	10071-101-1	Palbociclib	uM	1	625	0.090861352167949	0.404786005116081	0.487824386695174	0.0608817034148649	0.239403157068362	1.6274480860894	0.702934858998531	0.0142883119811269
50029	MCF7	10071-101-1	Palbociclib	uM	1	1250	0.125436598801214	0.0127844237522032	0.628309397871579	0.126118282116707	-0.00648796792534708	2.37878473497109	0.958286405842364	1.48242127832043e-05
50029	MCF7	10071-101-1	Palbociclib	uM	1	2500	0.155416613342176	0.0962492921744134	0.523427919511345	0.135119533819933	0.0900839288360614	1.41948088630164	0.965588254141338	7.55915888728254e-06
50029	MCF7	10071-101-1	Palbociclib	uM	1	5000	0.450110374874767	0.299373353219395	0.420372819561283	0.10703041303381	0.273366152464857	0.550879640958293	0.925948825647454	0.000110499884950155
50029	MCF7	10071-101-1	Palbociclib	uM	10	156.25	1.07341031137274	0.295571128503961	0.222310957968911	0.663489144177444	0.364067204617939	2.7073206349257	0.932607409844502	7.94588945992603e-05
50029	MCF7	10071-101-1	Palbociclib	uM	10	312.5	1.00986720865939	0.335505755235387	0.290309384254112	0.396530709326444	0.350980338963253	1.2949327410073	0.927605935233997	0.000102084631856902
50029	MCF7	10071-101-1	Palbociclib	uM	10	625	1.14363876956113	0.331770182333452	0.30865049185129	0.426321404176196	0.303450128532865	0.946203713524994	0.971116709586376	4.09508890164556e-06
50029	MCF7	10071-101-1	Palbociclib	uM	10	1250	0.784061167159756	0.365731469008079	0.281903543195171	0.352698964498839	0.40570178427322	2.08812619244965	0.987399253276513	2.24588227681899e-07
50029	MCF7	10071-101-1	Palbociclib	uM	10	2500	1.42065555919123	0.420384078620485	0.316522694508144	0.254399562687859	0.383323256965594	0.846062956881954	0.975488904679283	2.30552330249267e-06
50029	MCF7	10071-101-1	Palbociclib	uM	10	5000	0.732683535171234	0.407304480668313	0.354557834789925	0.145361967667205	0.382714656874681	0.896451337306688	0.979647848461815	1.20264139102932e-06
50029	MCF7	10071-101-1	Palbociclib	uM	11	156.25	0.334750889098613	0.238055296116073	0.316995819193943	0.169384689254943	0.435329258772183	3.00243166876461	0.907575602120076	0.000240023190778871
50029	MCF7	10071-101-1	Palbociclib	uM	11	312.5	0.590544573133736	0.337453301384537	0.305921143658433	0.227483546549035	0.391413201673113	1.60074503078647	0.989489232238038	1.19047571689457e-07
50029	MCF7	10071-101-1	Palbociclib	uM	11	625	0.79370743126519	0.356186319755138	0.326074560162289	0.185900942215017	0.395731856358202	1.08001459244065	0.970751189152392	4.27935926849976e-06
50029	MCF7	10071-101-1	Palbociclib	uM	11	1250	0.929395010410791	0.395647018757996	0.296958745034121	0.207328229383743	0.415735639726439	1.18691687965579	0.985040135471827	4.09493311481768e-07
50029	MCF7	10071-101-1	Palbociclib	uM	11	2500	0.655737872386508	0.43353327762625	0.305049265711384	0.142287183856944	0.447821592494578	1.47910144197559	0.993753181542001	1.92666450571366e-08
50029	MCF7	10071-101-1	Palbociclib	uM	11	5000	0.398154413524921	0.408910122152667	0.33946689055542	0.115009985641024	0.41589256612418	1.43540270092273	0.990675267599598	7.82937907839454e-08
50029	MCF7	10097-101-1	Erlotinib	uM	10	156.25	Inf	1.79443387711504	-0.610258246691325	0	0.999999999999216	0.01	-1.26670272559731	1
50029	MCF7	10097-101-1	Erlotinib	uM	10	312.5	Inf	1.19120023737779	-0.420356881066682	0	0.999999999965674	0.01	-2.38062531372048	1
50029	MCF7	10097-101-1	Erlotinib	uM	10	625	Inf	1.30500845656708	-0.384337927059287	0	0.999999999912372	0.01	-12.3825006598913	1
50029	MCF7	10097-101-1	Erlotinib	uM	10	1250	Inf	1.22082571459368	-0.160931397022157	0	0.999999999896497	0.01	-4.97336074589302	1
50029	MCF7	10097-101-1	Erlotinib	uM	10	2500	Inf	1.08792060504129	-0.073283533183361	0	0.999999999842031	0.01	-3.95396016061891	0.999999989336279
50029	MCF7	10097-101-1	Erlotinib	uM	10	5000	Inf	0.94484498775936	-0.0354768301371221	0	0.999999998016014	0.01	-0.58050225157199	0.590079769840885
50029	MCF7	10099-101-1	Nilotinib	uM	1	156.25	Inf	6.08663550929692	-1.61565139923694	0	0.999999999348746	0.01	-0.195635535362194	0.999999999773907
50029	MCF7	10099-101-1	Nilotinib	uM	1	312.5	Inf	2.28728073436082	-0.746800285639495	0	0.999999985873066	0.01	-0.219119097848996	0.999999987811795
50029	MCF7	10099-101-1	Nilotinib	uM	1	625	Inf	1.27669699944509	-0.285216121243846	0	0.999999999991133	0.01	-0.179931321605626	1
50029	MCF7	10099-101-1	Nilotinib	uM	1	1250	Inf	0.689915518905966	-0.0400664691118122	0	0.999999999919375	0.01	-0.0733593189983106	1
50029	MCF7	10099-101-1	Nilotinib	uM	1	2500	Inf	0.188200230868135	0.0980434877637191	2.95317748852209	0.502912807946444	4.99999999922209	0.658973294087926	0.0231611097889661
50029	MCF7	10099-101-1	Nilotinib	uM	1	5000	3.93705430708248	0.0488283424018312	0.20010649907062	3.84599825468719	0.0552052791531263	4.99987869567973	0.974166736270801	2.77094223166685e-06
50029	MCF7	10099-101-1	Nilotinib	uM	10	156.25	Inf	1.66854113410102	-0.273139343136148	0	0.999999999927101	0.01	-0.49255345820357	1
50029	MCF7	10099-101-1	Nilotinib	uM	10	312.5	Inf	1.02600156567771	-0.077371953750043	0	0.999999989320255	0.01	-0.330019506483244	0.999999847734663
50029	MCF7	10099-101-1	Nilotinib	uM	10	625	Inf	0.540374461039228	0.0151674632658295	0	0.980996087873211	0.01	-4.49418280368263e-12	0.0950532189917345
50029	MCF7	10099-101-1	Nilotinib	uM	10	1250	Inf	0.476094636894695	0.0370006895544389	5.13482148738	0.53785147835799	4.99999894058114	0.918935162704964	0.000151674930210399
50029	MCF7	10099-101-1	Nilotinib	uM	10	2500	5.83420175633661	0.272746825208773	0.10856121070513	4.70252721561767	0.329894100741326	4.99999999209722	0.983984833606546	5.1982850834964e-07
50029	MCF7	10099-101-1	Nilotinib	uM	10	5000	4.95990754122779	0.177205530455083	0.153399524291253	4.46783958926623	0.203455440009029	4.99999998434383	0.979556950829732	1.2215460852838e-06
50029	MCF7	10099-101-1	Nilotinib	uM	11	156.25	Inf	1.87817605474778	-0.199788597105811	0	0.999999992560438	0.01	-0.51074583841313	0.999999937831107
50029	MCF7	10099-101-1	Nilotinib	uM	11	312.5	Inf	1.08872905811219	-0.0787421494530533	0	0.999999170342395	0.01	-3.06697581983224	0.999948412022969
50029	MCF7	10099-101-1	Nilotinib	uM	11	625	Inf	0.647907345857368	0.0272533623359466	4.03513075446972	0.689257427252334	4.99999991721658	0.911642605184741	0.000205045460233144
50029	MCF7	10099-101-1	Nilotinib	uM	11	1250	Inf	0.498958065969934	0.0556517907109453	5.23369068917481	0.507166464911505	4.99999985741008	0.970880899645147	4.21330439215328e-06
50029	MCF7	10099-101-1	Nilotinib	uM	11	2500	6.50168726681272	0.332808290825517	0.0785566084748219	5.24723384360804	0.328804739972071	4.99999982417118	0.974980223943684	2.47737621417166e-06
50029	MCF7	10099-101-1	Nilotinib	uM	11	5000	5.40402015896165	0.164006984806167	0.115845211226979	4.92228295330841	0.186514038445971	4.99999952504606	0.986552741663362	2.81979878336003e-07
50029	MCF7	10102-999-6	Taxol	uM	1	156.25	0.00391061668507844	-0.27434976179814	0.703510933853442	0.00427100315959138	-0.0885048616247169	1.84878435652166	0.952856928539231	2.27490130466634e-05
50029	MCF7	10102-999-6	Taxol	uM	1	312.5	0.00128132694154321	-0.144469174525773	0.764523616117265	0.00134941680943763	-0.0287522817401639	1.07987546122071	0.947583662126247	3.29710944306782e-05
50029	MCF7	10102-999-6	Taxol	uM	1	625	0.00097455185891018	-0.356779237391203	0.819982241724744	0.00103671349361453	-0.181144080772	4.99999990407781	0.74844014167833	0.00798444429163936
50029	MCF7	10102-999-6	Taxol	uM	1	1250	0.00100881442459053	-0.482888246641211	0.995694707046499	0.00129090206601818	-0.340901236189895	2.10843055127211	0.902854611236449	0.000285744360027818
50029	MCF7	10102-999-6	Taxol	uM	1	2500	0.00204350393359443	-0.21095472264414	0.763893280373103	0.0022765139012172	-0.150188460597612	2.43244845087615	0.91236187601467	0.000199262581816573
50029	MCF7	10102-999-6	Taxol	uM	1	5000	0.00349018485340516	0.0782324302246518	0.5923671345232	0.00301372464659081	0.103556606064195	1.58112857234772	0.981291297815806	8.95679874490796e-07
50029	MCF7	10102-999-6	Taxol	uM	10	156.25	0.00599453095642964	0.209108583170289	0.456486054333353	0.00383854938029987	0.251825861229977	1.57144741617899	0.946215557695327	3.60826432210803e-05
50029	MCF7	10102-999-6	Taxol	uM	10	312.5	0.0023628003287762	0.254405747525715	0.523050741367512	0.00168541799112492	0.279172721839185	2.41902087819538	0.978211217488088	1.5269168008869e-06
50029	MCF7	10102-999-6	Taxol	uM	10	625	0.00370945120942209	0.180251023692094	0.529944430933011	0.00257231310783157	0.217143555358351	1.55613819437093	0.987945941864637	1.92294333123399e-07
50029	MCF7	10102-999-6	Taxol	uM	10	1250	0.00609448400387922	0.197097966982619	0.483622783882655	0.00426460219092342	0.216948497566857	1.59362223972248	0.995295794109404	7.14006431756786e-09
50029	MCF7	10102-999-6	Taxol	uM	10	2500	0.00843143974709071	0.196760327742749	0.463259437773434	0.00584451171098753	0.205669023738635	1.44598781930577	0.994435996581329	1.28486015160689e-08
50029	MCF7	10102-999-6	Taxol	uM	10	5000	0.0120717718996663	0.218897746846282	0.423002832796134	0.00727049948521807	0.236310209241885	1.26188983820584	0.986361151286349	2.96293410029236e-07
50029	MCF7	10102-999-6	Taxol	uM	11	156.25	0.00508460247038598	0.132606622813934	0.515995996290722	0.00341259611902617	0.193155259673022	1.22451195527458	0.96261788414591	1.01000512359173e-05
50029	MCF7	10102-999-6	Taxol	uM	11	312.5	0.0036591213220599	0.128873498868976	0.559558738723966	0.00263219881915901	0.169405525003581	1.25595397198046	0.98287184065675	6.57638804080207e-07
50029	MCF7	10102-999-6	Taxol	uM	11	625	0.00311533432210686	0.170872156851695	0.559817144099143	0.00220942896237745	0.19458811869336	1.43464315892892	0.992547742673128	3.57278966411911e-08
50029	MCF7	10102-999-6	Taxol	uM	11	1250	0.00497723069701929	0.17482221874449	0.50230755090866	0.00363276721134301	0.205355692938163	1.67949989675841	0.983937161491332	5.25264470807585e-07
50029	MCF7	10102-999-6	Taxol	uM	11	2500	0.00854953266593986	0.172056594621147	0.438285240797131	0.00586043349640181	0.229832523757849	1.6299777152936	0.983925100496302	5.26646173115708e-07
50029	MCF7	10102-999-6	Taxol	uM	11	5000	0.014711610852849	0.228092974362068	0.387330317451601	0.00920355474265181	0.258504073267828	1.55156118124406	0.986701334208142	2.71224084413824e-07
50029	MCF7	10135-101-1	Linsitinib	uM	10	156.25	Inf	0.205865736664957	-0.219567233150679	0	0.999999997152739	0.01	-0.0601780454545018	0.226535811431549
50029	MCF7	10135-101-1	Linsitinib	uM	10	312.5	1.34564254826204	0.258970264339131	0.0482676023380318	0.992411685727802	0.390911040792063	4.99999999779041	0.589581175347933	0.0442889570259676
50029	MCF7	10135-101-1	Linsitinib	uM	10	625	2.42799997905251	0.122776147415341	0.0204529490875549	1.99268530326493	0.201990460561224	2.6190413753484	0.694160144538599	0.0158208305538889
50029	MCF7	10135-101-1	Linsitinib	uM	10	1250	1.63488648080308	0.306326846788451	0.182004111466525	0.885601461858475	0.371211605705513	2.21256290576942	0.92180924416706	0.000133673075250584
50029	MCF7	10135-101-1	Linsitinib	uM	10	2500	1.15827822490856	0.328232355203355	0.19896616049188	0.792358910352797	0.405980373552057	4.40140287538122	0.946933206604018	3.44254765107799e-05
50029	MCF7	10135-101-1	Linsitinib	uM	10	5000	1.40317854736767	0.283629448519535	0.238012602905413	0.693084175178893	0.336518204239423	1.58490984691535	0.975561425877438	2.2817366662764e-06
50029	MCF7	10146-101-3	Omipalisib	uM	1	156.25	0.00435422944556847	-0.0767790591460966	0.886426353731393	0.00438564403682202	-0.0110299990722785	3.03529234743181	0.973003561497322	3.23275400315737e-06
50029	MCF7	10146-101-3	Omipalisib	uM	1	312.5	0.00319124444348717	-0.0765688002676732	0.892975123239978	0.00350453733217867	-0.0439862087824319	0.900352295158441	0.975880120488434	2.17927967782749e-06
50029	MCF7	10146-101-3	Omipalisib	uM	1	625	0.00412598396057586	-0.466816868013947	1.08975746961718	0.00721688272244546	-0.369101174822984	0.98879105432779	0.950637094076538	2.67240646213418e-05
50029	MCF7	10146-101-3	Omipalisib	uM	1	1250	0.00214568282371216	-0.469436504834314	1.25518497025132	0.00384445445480746	-0.450895036679665	1.10223659706432	0.993367239567494	2.37645770839734e-08
50029	MCF7	10146-101-3	Omipalisib	uM	1	2500	0.00378702796986452	-0.360705962012211	1.06508003819467	0.0057842168321237	-0.290333529092574	1.08097129614116	0.984456946106075	4.68141599929695e-07
50029	MCF7	10146-101-3	Omipalisib	uM	1	5000	0.00690979907593262	0.0021815005450152	0.779780211961653	0.00632112271011743	0.0587413101899735	1.4035441419477	0.990946132325321	7.06186644716666e-08
50029	MCF7	10146-101-3	Omipalisib	uM	10	156.25	0.146418909711916	0.127581187181429	0.444385192403296	0.113672367935427	0.120201699713567	1.0861791066702	0.950815048237255	2.63883888032002e-05
50029	MCF7	10146-101-3	Omipalisib	uM	10	312.5	0.0700149263742539	0.123313151557667	0.515314558942325	0.0506269491000834	0.147412596803658	1.07736963848253	0.977372063744969	1.74283917442342e-06
50029	MCF7	10146-101-3	Omipalisib	uM	10	625	0.0767287255517627	0.13472799358053	0.531097154647226	0.0556363251495521	0.0994249697156499	0.689730958388018	0.980923442821262	9.588485042622e-07
50029	MCF7	10146-101-3	Omipalisib	uM	10	1250	0.119045425443191	0.0946919138419255	0.483424511613066	0.0822874082757495	0.108722055803507	0.663954875210217	0.987964297634363	1.91271400606929e-07
50029	MCF7	10146-101-3	Omipalisib	uM	10	2500	0.182865971524756	0.127048569982251	0.472583167766097	0.200564766035763	-0.0204566861441054	0.434043644436691	0.997026092635849	1.43431988508524e-09
50029	MCF7	10146-101-3	Omipalisib	uM	10	5000	0.153864477662249	0.0824959383434969	0.508555556577497	0.920091601050357	-0.354318520081819	0.299539080263379	0.991432886207732	5.81997171567039e-08
50029	MCF7	10146-101-3	Omipalisib	uM	11	156.25	0.102115773378847	0.0968250250231713	0.480587593987751	0.0712351042678888	0.133591185605108	0.86320432539327	0.976967017387949	1.85449483924849e-06
50029	MCF7	10146-101-3	Omipalisib	uM	11	312.5	0.10369339658928	0.0840842441785632	0.491155101288205	0.0785255310271613	0.0978799146047648	0.783618245801974	0.971356778564249	3.97719158273802e-06
50029	MCF7	10146-101-3	Omipalisib	uM	11	625	0.105543469587653	0.0943688762741175	0.506873530513777	0.0875798152642969	0.0638982603815179	0.73286601432213	0.991821219961533	4.94777394610679e-08
50029	MCF7	10146-101-3	Omipalisib	uM	11	1250	0.144096870436314	0.124295768268558	0.467093592761651	0.101639330700281	0.0997275108561202	0.637327715364471	0.988942703909614	1.42157994265091e-07
50029	MCF7	10146-101-3	Omipalisib	uM	11	2500	0.219315864805775	0.101700777163869	0.449187186232339	0.215376031757616	0.0047821881483575	0.53015601627837	0.996244462180998	3.24602966728094e-09
50029	MCF7	10146-101-3	Omipalisib	uM	11	5000	0.24465135101203	0.0576524547052326	0.473181046290999	2.16272402313479	-0.510963770929316	0.323064569590164	0.993254809474267	2.52045979642901e-08
50029	MCF7	10236-999-2	17-AAG	uM	10	156.25	0.0254618104369265	-0.247231365437115	0.741420890496957	0.0294181513516584	-0.107223357969975	1.34518913430227	0.800335306441959	0.00355675921855414
50029	MCF7	10236-999-2	17-AAG	uM	10	312.5	0.0170601317677548	-0.0662445015894056	0.746800252471559	0.0182496913581789	-0.062062736740484	1.73588431315271	0.874240714143571	0.000705326528567252
50029	MCF7	10236-999-2	17-AAG	uM	10	625	0.0237803673267818	-0.159173044571512	0.720759655043673	0.0253314851193735	-0.0758549338945105	2.23536473811132	0.982755184700302	6.73449314647634e-07
50029	MCF7	10236-999-2	17-AAG	uM	10	1250	0.0205925330204089	-0.0424185885160343	0.699933616805103	0.0205263730139829	0.00401765564799873	2.50708503672838	0.993806271354196	1.86996126361194e-08
50029	MCF7	10236-999-2	17-AAG	uM	10	2500	0.0280422033299667	-0.00677995243553642	0.643220485805998	0.0272100978063059	0.0297140023705321	2.03393157087711	0.988287184735292	1.73905984612865e-07
50029	MCF7	10236-999-2	17-AAG	uM	10	5000	0.0449420896265792	-0.00401148955366526	0.592074586612745	0.0426895598437718	0.0434358895866355	1.76737279053632	0.994928431421625	9.28962229362895e-09
50029	MCF7	10250-999-4	Etoposide	uM	1	156.25	2.09767964520491	0.0335561597044394	0.298357294463245	2.04617637468871	0.0246465405117488	2.03345182788761	0.783775795192909	0.00470072754494255
50029	MCF7	10250-999-4	Etoposide	uM	1	312.5	2.18658767134041	0.353556216105021	0.0622367308441547	0.95988977013256	0.415505993085953	2.15956858559994	0.614691565653432	0.0355082938436468
50029	MCF7	10250-999-4	Etoposide	uM	1	625	2.07295767088158	0.153102358214319	0.2342289278739	1.53111365597258	0.176644582183422	1.43855860219058	0.848882601706855	0.00134153076864985
50029	MCF7	10250-999-4	Etoposide	uM	1	1250	1.55524444969292	0.0542047721932712	0.23916980807422	1.43579699530319	0.058071121627894	1.54492622219837	0.954378867554262	2.02806194172789e-05
50029	MCF7	10250-999-4	Etoposide	uM	1	2500	1.37428901830694	0.0868440184048629	0.278696196498768	1.15652687726474	0.107805702367886	1.40770724594569	0.982891576684279	6.54990432558122e-07
50029	MCF7	10250-999-4	Etoposide	uM	1	5000	2.29786380434689	0.258156418673283	0.26013698191782	1.44534449690086	0.19653002887049	1.07698607330624	0.989939324061127	1.02139813606961e-07
50029	MCF7	10264-999-2	Methotrexate	uM	1	156.25	Inf	1.07089406757959	-0.156513528378759	0	0.999999999997942	0.01	-0.183661457869089	1
50029	MCF7	10264-999-2	Methotrexate	uM	1	312.5	Inf	0.748243776843597	0.118137588989241	0	0.897964567583242	0.01	-7.32747196252603e-15	0.118537688753858
50029	MCF7	10264-999-2	Methotrexate	uM	1	625	Inf	0.731863423724897	-0.0124870288604525	0	0.999999973516905	0.01	-0.00772095866225353	0.539234997773922
50029	MCF7	10264-999-2	Methotrexate	uM	1	1250	0.208955930225933	0.533401221757424	0.22346362844554	0.126296113224591	0.45966830948804	4.99999999850487	0.758616636494174	0.00690996219054962
50029	MCF7	10264-999-2	Methotrexate	uM	1	2500	0.117136305394585	0.316344731259466	0.263084002814578	0.0848003056109382	0.400574108442396	4.99999991734433	0.844471943712745	0.00148364707776782
50029	MCF7	10264-999-2	Methotrexate	uM	1	5000	0.0900088832710649	0.381117073678319	0.342064244120051	0.0607007746800522	0.395919177650773	3.98383744579019	0.985116059133945	4.02265489252152e-07
50057	SK-BR-3	10024-101-1	NVP-TAE684	uM	3	156.25	Inf	-0.971071471499896	-7.96742592052416	0	0.99999999930959	0.01	-1.08763826144781	0.999999999629475
50057	SK-BR-3	10024-101-1	NVP-TAE684	uM	3	312.5	2.07760575254171	-0.408095860151578	0.070768926867818	2.74760180296043	-0.473531211194215	2.38387278267703	0.806720439924117	0.00317432032260334
50057	SK-BR-3	10024-101-1	NVP-TAE684	uM	3	625	1.67213877687935	-0.371682314683977	0.148433752990298	2.19473761563172	-0.413391673531629	2.21561598543741	0.923296110254763	0.000124985852948511
50057	SK-BR-3	10024-101-1	NVP-TAE684	uM	3	1250	1.67473560112927	-0.220272335502003	0.226760919812883	1.92031850546633	-0.232515795737406	2.79076765110544	0.975446369236267	2.3195568563672e-06
50057	SK-BR-3	10024-101-1	NVP-TAE684	uM	3	2500	1.52056975292105	-0.233908552946957	0.240273227613323	1.70271414860369	-0.236859373158872	3.42756172721536	0.992116626199922	4.35003166820991e-08
50057	SK-BR-3	10024-101-1	NVP-TAE684	uM	3	5000	1.93235861663964	-0.403211981856807	0.237239538404402	2.29185757177301	-0.411087016876474	3.51673707003914	0.992449458135429	3.74044626383352e-08
50057	SK-BR-3	10024-101-1	NVP-TAE684	uM	4	156.25	Inf	-0.789491724742803	-1.64556528226582	0	0.999999985208553	0.01	-0.3696779626068	0.729058708377579
50057	SK-BR-3	10024-101-1	NVP-TAE684	uM	4	312.5	Inf	-0.38539009499627	-0.158382618833559	0	0.99999997346202	0.01	-0.0129915876705393	0.133612527512856
50057	SK-BR-3	10024-101-1	NVP-TAE684	uM	4	625	1.95594557431653	-0.404597366263965	-0.050734368060005	2.21082711269103	-0.422486607969212	4.99999974046167	0.668196271383244	0.0210365451393961
50057	SK-BR-3	10024-101-1	NVP-TAE684	uM	4	1250	2.1458039841371	-0.271773150158449	0.206927177490243	2.34439366010833	-0.27274667140645	4.91843714916369	0.914498341994496	0.000182772510632256
50057	SK-BR-3	10024-101-1	NVP-TAE684	uM	4	2500	1.73821004507338	-0.218967827052567	0.156487799798718	1.90572345325863	-0.220173425065658	3.9658786928027	0.914106540628798	0.000185720707860382
50057	SK-BR-3	10024-101-1	NVP-TAE684	uM	4	5000	2.12910967375316	-0.279054370172807	0.186168209745361	2.43140584719539	-0.289063834656551	3.4364223933499	0.965277247670735	7.80098601083079e-06
50057	SK-BR-3	10024-101-1	NVP-TAE684	uM	5	156.25	Inf	0.517026460555962	0.00778816291683771	0	0.994759010128879	0.01	-1.82310655461038e-09	0.11297351248403
50057	SK-BR-3	10024-101-1	NVP-TAE684	uM	5	312.5	Inf	0.00904015184105988	-0.206267553660256	0	0.99999995531678	0.01	-0.0334424013312118	0.194514674493459
50057	SK-BR-3	10024-101-1	NVP-TAE684	uM	5	625	2.09118044880109	0.0691420111335654	-0.035313267247469	2.03253100754048	0.0662909143347349	4.99998652502958	0.658629964213249	0.0232416987605043
50057	SK-BR-3	10024-101-1	NVP-TAE684	uM	5	1250	2.010621368234	0.0580890873895983	0.0778860156247702	1.97384165386591	0.0440889865269587	4.99999999099292	0.910668572950219	0.000213066391792305
50057	SK-BR-3	10024-101-1	NVP-TAE684	uM	5	2500	1.91049037624348	0.0750297630540742	0.14808133573933	1.85788942015996	0.0651444253794594	4.99999990495681	0.980425905712657	1.04926664135085e-06
50057	SK-BR-3	10024-101-1	NVP-TAE684	uM	5	5000	3.76143108084985	0.425550057029487	0.0913271612294855	2.24956995567167	0.423053573519817	3.64062003153819	0.994298799119674	1.39920774966384e-08
50057	SK-BR-3	10049-101-1	PLX-4720	uM	3	156.25	Inf	-0.328288924367429	-7.08747274315778	0	0.999999999286295	0.01	-0.641665325419563	0.999999999683227
50057	SK-BR-3	10049-101-1	PLX-4720	uM	3	312.5	Inf	0.856741430815789	-0.235119994906486	0	0.99999999999612	0.01	-0.592526970302682	0.925479770142952
50057	SK-BR-3	10049-101-1	PLX-4720	uM	3	625	Inf	0.789300734572417	-0.184898020582116	0	0.999999999858823	0.01	-0.657293686958916	0.780604752490518
50057	SK-BR-3	10049-101-1	PLX-4720	uM	3	1250	Inf	0.965248384865651	-0.0726825074760065	0	0.999999998750694	0.01	-0.932521394431932	0.952028724203653
50057	SK-BR-3	10049-101-1	PLX-4720	uM	3	2500	Inf	0.833870744362037	-0.0668746260576233	0	0.999999936816805	0.01	-0.290580877462654	0.301537477699571
50057	SK-BR-3	10049-101-1	PLX-4720	uM	3	5000	Inf	0.879104423907105	-0.0307132290983314	0	0.999999861348194	0.01	-0.0838999409488912	0.309572558336801
50057	SK-BR-3	10049-101-1	PLX-4720	uM	4	156.25	Inf	0.563338584897612	-2.12136063673486	0	0.999999994708258	0.01	-1.06726689341215	0.99168447093823
50057	SK-BR-3	10049-101-1	PLX-4720	uM	4	312.5	Inf	0.471952094900081	-0.892745756144363	0	0.999999999999745	0.01	-1.35335946733671	0.920883045592734
