Cell Name	Small Molecule Name	concentration	LJP Library Plate	Timepoint	cell_count__time0	cell_count	cell_count__ctrl
MCF7	Lapatinib	0.37	LJP6	72	1235	3706	4056
MCF7	Lapatinib	1.11	LJP6	72	1235	3799	4056
MCF7	Lapatinib	3.33	LJP6	72	1235	3964	4056
MCF7	Lapatinib	10	LJP6	72	1235	2264	4056
MCF7	Sirolimus	0.04	LJP6	72	1235	2655	4056
MCF7	Sirolimus	0.12	LJP6	72	1235	2650	4056
MCF7	Sirolimus	0.37	LJP6	72	1235	2499	4056
MCF7	Sirolimus	1.11	LJP6	72	1235	2650	4056
MCF7	Sirolimus	3.33	LJP6	72	1235	2532	4056
MCF7	Sirolimus	10	LJP6	72	1235	2605	4056
MCF7	ZSTK474	0.04	LJP6	72	1235	3330	4056
MCF7	ZSTK474	0.12	LJP6	72	1235	2292	4056
MCF7	ZSTK474	0.37	LJP6	72	1235	1566	4056
MCF7	ZSTK474	1.11	LJP6	72	1235	1337	4056
MCF7	ZSTK474	3.33	LJP6	72	1235	1270	4056
MCF7	ZSTK474	10	LJP6	72	1235	1338	4056
MCF7	BX-912	0.04	LJP5	72	1235	3458	4267
MCF7	BX-912	0.12	LJP5	72	1235	3692	4267
MCF7	BX-912	0.37	LJP5	72	1235	3339	4267
MCF7	BX-912	1.11	LJP5	72	1235	2350	4267
MCF7	BX-912	3.33	LJP5	72	1235	1930	4267
MCF7	BX-912	10	LJP5	72	1235	1281	4267
MCF7	Selumetinib	0.04	LJP6	72	1235	3986	4056
MCF7	Selumetinib	0.12	LJP6	72	1235	3193	4056
MCF7	Selumetinib	0.37	LJP6	72	1235	2879	4056
MCF7	Selumetinib	1.11	LJP6	72	1235	2833	4056
MCF7	Selumetinib	3.33	LJP6	72	1235	2821	4056
MCF7	Selumetinib	10	LJP6	72	1235	2601	4056
MCF7	MK2206	0.04	LJP6	72	1235	2855	4056
MCF7	MK2206	0.12	LJP6	72	1235	2395	4056
MCF7	MK2206	0.37	LJP6	72	1235	1620	4056
MCF7	MK2206	1.11	LJP6	72	1235	1659	4056
MCF7	MK2206	3.33	LJP6	72	1235	1414	4056
MCF7	MK2206	10	LJP6	72	1235	733	4056
MCF7	AZD-6482	0.04	LJP5	72	1235	4799	4267
MCF7	AZD-6482	0.12	LJP5	72	1235	3850	4267
MCF7	AZD-6482	0.37	LJP5	72	1235	4040	4267
MCF7	AZD-6482	1.11	LJP5	72	1235	4006	4267
MCF7	AZD-6482	3.33	LJP5	72	1235	2813	4267
MCF7	AZD-6482	10	LJP5	72	1235	1087	4267
MCF7	NU7441	0.04	LJP5	72	1235	4252	4267
MCF7	NU7441	0.12	LJP5	72	1235	4160	4267
MCF7	NU7441	0.37	LJP5	72	1235	4230	4267
MCF7	NU7441	1.11	LJP5	72	1235	3783	4267
MCF7	NU7441	3.33	LJP5	72	1235	3178	4267
MCF7	NU7441	10	LJP5	72	1235	1574	4267
MCF7	OSI-027	0.04	LJP6	72	1235	3766	4056
MCF7	OSI-027	0.12	LJP6	72	1235	3019	4056
MCF7	OSI-027	0.37	LJP6	72	1235	2071	4056
MCF7	OSI-027	1.11	LJP6	72	1235	1974	4056
MCF7	OSI-027	3.33	LJP6	72	1235	1789	4056
MCF7	OSI-027	10	LJP6	72	1235	1623	4056
MCF7	WYE-125132	0.04	LJP6	72	1235	1763	4056
MCF7	WYE-125132	0.12	LJP6	72	1235	1725	4056
MCF7	WYE-125132	0.37	LJP6	72	1235	1641	4056
MCF7	WYE-125132	1.11	LJP6	72	1235	1781	4056
MCF7	WYE-125132	3.33	LJP6	72	1235	1665	4056
MCF7	WYE-125132	10	LJP6	72	1235	1393	4056
MCF7	Barasertib	0.04	LJP5	72	1235	1732	4267
MCF7	Barasertib	0.12	LJP5	72	1235	1597	4267
MCF7	Barasertib	0.37	LJP5	72	1235	1618	4267
MCF7	Barasertib	1.11	LJP5	72	1235	1547	4267
MCF7	Barasertib	3.33	LJP5	72	1235	1601	4267
MCF7	Barasertib	10	LJP5	72	1235	1550	4267
MCF7	Vemurafenib	0.04	LJP5	72	1235	4219	4267
MCF7	Vemurafenib	0.12	LJP5	72	1235	4427	4267
MCF7	Vemurafenib	0.37	LJP5	72	1235	4319	4267
MCF7	Vemurafenib	1.11	LJP5	72	1235	4134	4267
MCF7	Vemurafenib	3.33	LJP5	72	1235	4159	4267
MCF7	Vemurafenib	10	LJP5	72	1235	3486	4267
MCF7	Enzastaurin	0.04	LJP5	72	1235	4036	4267
MCF7	Enzastaurin	0.12	LJP5	72	1235	4134	4267
MCF7	Enzastaurin	0.37	LJP5	72	1235	4352	4267
MCF7	Enzastaurin	1.11	LJP5	72	1235	3931	4267
MCF7	Enzastaurin	3.33	LJP5	72	1235	3734	4267
MCF7	Enzastaurin	10	LJP5	72	1235	2312	4267
MCF7	Palbociclib	0.04	LJP6	72	1235	3018	4056
MCF7	Palbociclib	0.12	LJP6	72	1235	2425	4056
MCF7	Palbociclib	0.37	LJP6	72	1235	2124	4056
MCF7	Palbociclib	1.11	LJP6	72	1235	1794	4056
MCF7	Palbociclib	3.33	LJP6	72	1235	1933	4056
MCF7	Palbociclib	10	LJP6	72	1235	1966	4056
MCF7	PF562271	0.04	LJP6	72	1235	3573	4056
MCF7	PF562271	0.12	LJP6	72	1235	3336	4056
MCF7	PF562271	0.37	LJP6	72	1235	2418	4056
MCF7	PF562271	1.11	LJP6	72	1235	1591	4056
MCF7	PF562271	3.33	LJP6	72	1235	986	4056
MCF7	PF562271	10	LJP6	72	1235	725	4056
MCF7	PHA-793887	0.04	LJP6	72	1235	1311	4056
MCF7	PHA-793887	0.12	LJP6	72	1235	1381	4056
MCF7	PHA-793887	0.37	LJP6	72	1235	1216	4056
MCF7	PHA-793887	1.11	LJP6	72	1235	1207	4056
MCF7	PHA-793887	3.33	LJP6	72	1235	1143	4056
MCF7	PHA-793887	10	LJP6	72	1235	639	4056
MCF7	QL-X-138	0.04	LJP6	72	1235	1814	4056
MCF7	QL-X-138	0.12	LJP6	72	1235	1647	4056
MCF7	QL-X-138	0.37	LJP6	72	1235	1715	4056
MCF7	QL-X-138	1.11	LJP6	72	1235	1553	4056
MCF7	QL-X-138	3.33	LJP6	72	1235	1527	4056
MCF7	QL-X-138	10	LJP6	72	1235	1078	4056
MCF7	QL-XII-47	0.04	LJP6	72	1235	2788	4056
MCF7	QL-XII-47	0.12	LJP6	72	1235	1806	4056
MCF7	QL-XII-47	0.37	LJP6	72	1235	1131	4056
MCF7	QL-XII-47	1.11	LJP6	72	1235	951	4056
MCF7	QL-XII-47	3.33	LJP6	72	1235	979	4056
MCF7	QL-XII-47	10	LJP6	72	1235	1019	4056
MCF7	Torin1	0.04	LJP6	72	1235	1714	4056
MCF7	Torin1	0.12	LJP6	72	1235	1509	4056
MCF7	Torin1	0.37	LJP6	72	1235	1398	4056
MCF7	Torin1	1.11	LJP6	72	1235	1185	4056
MCF7	Torin1	3.33	LJP6	72	1235	1097	4056
MCF7	Torin1	10	LJP6	72	1235	1138	4056
MCF7	Torin2	0.04	LJP5	72	1235	1225	4267
MCF7	Torin2	0.12	LJP5	72	1235	1160	4267
MCF7	Torin2	0.37	LJP5	72	1235	1086	4267
MCF7	Torin2	1.11	LJP5	72	1235	1143	4267
MCF7	Torin2	3.33	LJP5	72	1235	1153	4267
MCF7	Torin2	10	LJP5	72	1235	943	4267
MCF7	WZ-4-145	0.04	LJP6	72	1235	3090	4056
MCF7	WZ-4-145	0.12	LJP6	72	1235	2859	4056
MCF7	WZ-4-145	0.37	LJP6	72	1235	2493	4056
MCF7	WZ-4-145	1.11	LJP6	72	1235	2094	4056
MCF7	WZ-4-145	3.33	LJP6	72	1235	1848	4056
MCF7	WZ-4-145	10	LJP6	72	1235	895	4056
MCF7	WZ3105	0.04	LJP5	72	1235	751	4267
MCF7	WZ3105	0.12	LJP5	72	1235	827	4267
MCF7	WZ3105	0.37	LJP5	72	1235	883	4267
MCF7	WZ3105	1.11	LJP5	72	1235	904	4267
MCF7	WZ3105	3.33	LJP5	72	1235	824	4267
MCF7	WZ3105	10	LJP5	72	1235	716	4267
MCF7	XMD11-50	0.04	LJP6	72	1235	3637	4056
MCF7	XMD11-50	0.12	LJP6	72	1235	3303	4056
MCF7	XMD11-50	0.37	LJP6	72	1235	2730	4056
MCF7	XMD11-50	1.11	LJP6	72	1235	2030	4056
MCF7	XMD11-50	3.33	LJP6	72	1235	1660	4056
MCF7	XMD11-50	10	LJP6	72	1235	1327	4056
MCF7	XMD11-85h	0.04	LJP6	72	1235	3319	4056
MCF7	XMD11-85h	0.12	LJP6	72	1235	3496	4056
MCF7	XMD11-85h	0.37	LJP6	72	1235	3599	4056
MCF7	XMD11-85h	1.11	LJP6	72	1235	3439	4056
MCF7	XMD11-85h	3.33	LJP6	72	1235	3133	4056
MCF7	XMD11-85h	10	LJP6	72	1235	1983	4056
MCF7	XMD16-144	0.04	LJP5	72	1235	1716	4267
MCF7	XMD16-144	0.12	LJP5	72	1235	1640	4267
MCF7	XMD16-144	0.37	LJP5	72	1235	1788	4267
MCF7	XMD16-144	1.11	LJP5	72	1235	1787	4267
MCF7	XMD16-144	3.33	LJP5	72	1235	1764	4267
MCF7	XMD16-144	10	LJP5	72	1235	732	4267
MCF7	Erlotinib	0.04	LJP5	72	1235	3468	4267
MCF7	Erlotinib	0.12	LJP5	72	1235	3604	4267
MCF7	Erlotinib	0.37	LJP5	72	1235	4342	4267
MCF7	Erlotinib	1.11	LJP5	72	1235	4396	4267
MCF7	Erlotinib	3.33	LJP5	72	1235	4324	4267
MCF7	Erlotinib	10	LJP5	72	1235	4268	4267
MCF7	Gefitinib	0.04	LJP6	72	1235	4620	4056
MCF7	Gefitinib	0.12	LJP6	72	1235	4513	4056
MCF7	Gefitinib	0.37	LJP6	72	1235	4531	4056
MCF7	Gefitinib	1.11	LJP6	72	1235	4574	4056
MCF7	Gefitinib	3.33	LJP6	72	1235	4423	4056
MCF7	Gefitinib	10	LJP6	72	1235	3444	4056
MCF7	Nilotinib	0.04	LJP5	72	1235	4461	4267
MCF7	Nilotinib	0.12	LJP5	72	1235	4440	4267
MCF7	Nilotinib	0.37	LJP5	72	1235	4256	4267
MCF7	Nilotinib	1.11	LJP5	72	1235	4146	4267
MCF7	Nilotinib	3.33	LJP5	72	1235	4349	4267
MCF7	Nilotinib	10	LJP5	72	1235	1633	4267
MCF7	JNK-9L	0.04	LJP6	72	1235	2761	4056
MCF7	JNK-9L	0.12	LJP6	72	1235	2098	4056
MCF7	JNK-9L	0.37	LJP6	72	1235	1370	4056
MCF7	JNK-9L	1.11	LJP6	72	1235	982	4056
MCF7	JNK-9L	3.33	LJP6	72	1235	1064	4056
MCF7	JNK-9L	10	LJP6	72	1235	944	4056
MCF7	PD0325901	0.04	LJP5	72	1235	2959	4267
MCF7	PD0325901	0.04	LJP6	72	1235	2945	4056
MCF7	PD0325901	0.12	LJP5	72	1235	2656	4267
MCF7	PD0325901	0.12	LJP6	72	1235	2490	4056
MCF7	PD0325901	0.37	LJP5	72	1235	2560	4267
MCF7	PD0325901	0.37	LJP6	72	1235	2320	4056
MCF7	PD0325901	1.11	LJP5	72	1235	2435	4267
MCF7	PD0325901	1.11	LJP6	72	1235	2251	4056
MCF7	PD0325901	3.33	LJP5	72	1235	1709	4267
MCF7	PD0325901	3.33	LJP6	72	1235	1593	4056
MCF7	PD0325901	10	LJP5	72	1235	1168	4267
MCF7	PD0325901	10	LJP6	72	1235	1104	4056
MCF7	Geldanamycin	0.04	LJP5	72	1235	2274	4267
MCF7	Geldanamycin	0.04	LJP6	72	1235	2465	4056
MCF7	Geldanamycin	0.12	LJP5	72	1235	1560	4267
MCF7	Geldanamycin	0.12	LJP6	72	1235	1539	4056
MCF7	Geldanamycin	0.37	LJP5	72	1235	1395	4267
MCF7	Geldanamycin	0.37	LJP6	72	1235	1321	4056
MCF7	Geldanamycin	1.11	LJP5	72	1235	1371	4267
MCF7	Geldanamycin	1.11	LJP6	72	1235	1452	4056
MCF7	Geldanamycin	3.33	LJP5	72	1235	1297	4267
MCF7	Geldanamycin	3.33	LJP6	72	1235	1242	4056
MCF7	Geldanamycin	10	LJP5	72	1235	525	4267
MCF7	Geldanamycin	10	LJP6	72	1235	552	4056
MCF7	YM 201636	0.04	LJP5	72	1235	4588	4267
MCF7	YM 201636	0.12	LJP5	72	1235	4254	4267
MCF7	YM 201636	0.37	LJP5	72	1235	3881	4267
MCF7	YM 201636	1.11	LJP5	72	1235	2946	4267
MCF7	YM 201636	3.33	LJP5	72	1235	2289	4267
MCF7	YM 201636	10	LJP5	72	1235	1809	4267
MCF7	TWS119	0.04	LJP5	72	1235	4758	4267
MCF7	TWS119	0.12	LJP5	72	1235	4177	4267
MCF7	TWS119	0.37	LJP5	72	1235	4026	4267
MCF7	TWS119	1.11	LJP5	72	1235	3874	4267
MCF7	TWS119	3.33	LJP5	72	1235	2631	4267
MCF7	TWS119	10	LJP5	72	1235	731	4267
MCF7	PF477736	0.04	LJP5	72	1235	2602	4267
MCF7	PF477736	0.12	LJP5	72	1235	2160	4267
MCF7	PF477736	0.37	LJP5	72	1235	2037	4267
MCF7	PF477736	1.11	LJP5	72	1235	1768	4267
MCF7	PF477736	3.33	LJP5	72	1235	1674	4267
MCF7	PF477736	10	LJP5	72	1235	1458	4267
MCF7	LDN-193189	0.04	LJP5	72	1235	4794	4267
MCF7	LDN-193189	0.12	LJP5	72	1235	4265	4267
MCF7	LDN-193189	0.37	LJP5	72	1235	4630	4267
MCF7	LDN-193189	1.11	LJP5	72	1235	3862	4267
MCF7	LDN-193189	3.33	LJP5	72	1235	2191	4267
MCF7	LDN-193189	10	LJP5	72	1235	573	4267
MCF7	PF431396	0.04	LJP5	72	1235	3176	4267
MCF7	PF431396	0.12	LJP5	72	1235	2184	4267
MCF7	PF431396	0.37	LJP5	72	1235	1632	4267
MCF7	PF431396	1.11	LJP5	72	1235	1436	4267
MCF7	PF431396	3.33	LJP5	72	1235	1215	4267
MCF7	PF431396	10	LJP5	72	1235	748	4267
MCF7	Celastrol	0.04	LJP6	72	1235	4494	4056
MCF7	Celastrol	0.12	LJP6	72	1235	3998	4056
MCF7	Celastrol	0.37	LJP6	72	1235	2047	4056
MCF7	Celastrol	1.11	LJP6	72	1235	1313	4056
MCF7	Celastrol	3.33	LJP6	72	1235	830	4056
MCF7	Celastrol	10	LJP6	72	1235	1051	4056
MCF7	SU11274	0.04	LJP5	72	1235	4880	4267
MCF7	SU11274	0.12	LJP5	72	1235	4784	4267
MCF7	SU11274	0.37	LJP5	72	1235	4597	4267
